isFiller,Condition_Q,Condition_GP,Participant,Item,irt,File_pair
True,True,True,8,18,2182,8.18FQY
False,True,True,8,11,-2490,8.11EQY
False,True,False,8,12,1920,8.12EQN
False,False,True,8,16,6743,8.16EDY
True,True,True,8,27,0,8.27FQY
True,False,False,8,40,5849,8.40FDN
True,False,False,8,37,0,8.37FDN
False,False,True,8,4,7896,8.4EDY
True,True,True,8,21,3180,8.21FQY
True,False,False,8,46,4109,8.46FDN
True,True,True,8,19,2509,8.19FQY
False,True,False,21,10,4439,21.10EQN
False,True,True,21,14,5668,21.14EQY
True,False,True,21,28,5274,21.28FDY
True,True,True,21,31,11712,21.31FQY
False,True,True,21,6,6478,21.6EQY
True,True,False,21,42,6038,21.42FQN
True,True,True,21,25,8956,21.25FQY
True,True,False,21,38,3359,21.38FQN
True,True,False,21,35,4845,21.35FQN
False,True,False,21,2,3460,21.2EQN
False,False,False,21,9,4558,21.9EDN
True,False,True,21,23,5458,21.23FDY
True,False,False,21,44,5728,21.44FDN
True,True,False,21,33,4848,21.33FQN
True,True,False,21,43,989,21.43FQN
True,True,False,21,39,9553,21.39FQN
False,True,False,21,3,5838,21.3EQN
False,False,True,21,7,7855,21.7EDY
True,False,True,21,24,9612,21.24FDY
True,False,True,21,29,12191,21.29FDY
True,False,False,21,34,5654,21.34FDN
True,True,True,21,30,5758,21.30FQY
False,True,False,21,5,8019,21.5EQN
True,True,False,21,48,7882,21.48FQN
True,False,True,21,22,3464,21.22FDY
True,False,False,21,45,8322,21.45FDN
True,False,True,21,17,4304,21.17FDY
False,False,True,21,13,536,21.13EDY
True,False,True,21,27,3982,21.27FDY
False,True,True,21,4,3809,21.4EQY
True,True,False,21,40,-300,21.40FQN
True,True,False,21,37,1358,21.37FQN
False,False,False,21,12,4541,21.12EDN
False,True,True,21,16,8109,21.16EQY
True,False,True,21,19,7815,21.19FDY
True,False,True,21,21,6201,21.21FDY
True,True,False,21,46,6798,21.46FQN
True,True,False,21,41,3598,21.41FQN
False,False,True,21,8,1736,21.8EDY
True,False,True,21,26,7109,21.26FDY
True,False,False,21,36,7152,21.36FDN
False,False,False,21,1,7855,21.1EDN
True,True,True,21,32,6021,21.32FQY
False,False,False,21,15,321,21.15EDN
True,False,True,21,18,5541,21.18FDY
False,False,True,21,11,4974,21.11EDY
True,True,False,21,47,3364,21.47FQN
True,False,True,21,20,4428,21.20FDY
True,False,False,212,48,5201,212.48FDN
False,False,False,212,3,6949,212.3EDN
False,True,True,212,7,10829,212.7EQY
True,True,False,212,45,6158,212.45FQN
True,True,True,212,22,4214,212.22FQY
True,True,True,212,17,3858,212.17FQY
False,True,True,212,13,7919,212.13EQY
True,False,False,212,43,6054,212.43FDN
True,False,False,212,39,6385,212.39FDN
True,True,True,212,29,4751,212.29FQY
True,True,True,212,24,6278,212.24FQY
True,False,True,212,30,6096,212.30FDY
False,False,False,212,5,6009,212.5EDN
True,True,False,212,34,9365,212.34FQN
False,False,False,212,2,4941,212.2EDN
True,True,False,212,44,4190,212.44FQN
True,True,True,212,23,3281,212.23FQY
True,False,False,212,33,5728,212.33FDN
False,False,True,212,6,4948,212.6EDY
False,False,False,212,10,4470,212.10EDN
False,False,True,212,14,6084,212.14EDY
True,True,True,212,28,4288,212.28FQY
True,False,True,212,31,4861,212.31FDY
True,False,True,212,25,5715,212.25FDY
True,False,False,212,42,5078,212.42FDN
True,False,False,212,35,6378,212.35FDN
True,False,False,212,38,5574,212.38FDN
False,True,False,212,9,4904,212.9EQN
False,True,False,212,15,11909,212.15EQN
True,True,True,212,18,3599,212.18FQY
False,True,True,212,11,6936,212.11EQY
False,True,False,212,1,3801,212.1EQN
True,False,False,212,47,3808,212.47FDN
False,True,True,212,8,7378,212.8EQY
True,True,True,212,20,4919,212.20FQY
True,False,False,212,41,3551,212.41FDN
True,True,True,212,26,4288,212.26FQY
True,False,True,212,32,3930,212.32FDY
True,True,False,212,36,4049,212.36FQN
True,True,True,212,19,5894,212.19FQY
True,True,True,212,21,11158,212.21FQY
False,False,True,212,4,5108,212.4EDY
True,False,False,212,46,6409,212.46FDN
True,True,True,212,27,5208,212.27FQY
True,False,False,212,40,2760,212.40FDN
True,False,False,212,37,4037,212.37FDN
False,False,True,212,16,3998,212.16EDY
False,True,False,212,12,3581,212.12EQN
True,False,True,215,22,4078,215.22FDY
True,False,False,215,45,4428,215.45FDN
False,True,True,215,2,3961,215.2EQY
True,True,False,215,48,5292,215.48FQN
False,True,False,215,6,7003,215.6EQN
True,False,True,215,17,3848,215.17FDY
False,False,True,215,15,2785,215.15EDY
False,False,False,215,11,2842,215.11EDN
True,False,False,215,34,4275,215.34FDN
True,True,True,215,30,7032,215.30FQY
True,False,True,215,24,5584,215.24FDY
True,False,True,215,29,4319,215.29FDY
True,True,False,215,39,3768,215.39FQN
False,False,True,215,9,2909,215.9EDY
True,True,False,215,43,3098,215.43FQN
True,True,False,215,33,3671,215.33FQN
True,False,True,215,23,5278,215.23FDY
True,False,False,215,44,3661,215.44FDN
False,True,True,215,3,9939,215.3EQY
False,False,False,215,7,6351,215.7EDN
False,True,False,215,16,4295,215.16EQN
False,False,True,215,12,4548,215.12EDY
True,True,False,215,38,8086,215.38FQN
True,True,False,215,35,7009,215.35FQN
True,True,False,215,42,5737,215.42FQN
True,True,True,215,25,5648,215.25FQY
True,True,True,215,31,3957,215.31FQY
False,True,True,215,5,5028,215.5EQY
True,False,True,215,28,4576,215.28FDY
True,False,True,215,18,5071,215.18FDY
True,False,True,215,20,3284,215.20FDY
True,True,False,215,47,3824,215.47FQN
False,True,False,215,4,3938,215.4EQN
True,False,False,215,36,3788,215.36FDN
True,True,True,215,32,4524,215.32FQY
True,False,True,215,26,4141,215.26FDY
True,True,False,215,41,8319,215.41FQN
False,False,False,215,13,5687,215.13EDN
False,True,True,215,10,3981,215.10EQY
False,True,False,215,14,6015,215.14EQN
True,False,True,215,19,4697,215.19FDY
True,True,False,215,46,3758,215.46FQN
False,False,True,215,1,4328,215.1EDY
True,False,True,215,21,3841,215.21FDY
False,False,False,215,8,3054,215.8EDN
True,True,False,215,37,5211,215.37FQN
True,True,False,215,40,4858,215.40FQN
True,False,True,215,27,5978,215.27FDY
True,False,False,214,43,8238,214.43FDN
True,False,False,214,39,9739,214.39FDN
True,True,True,214,24,3030,214.24FQY
True,True,True,214,29,2398,214.29FQY
True,False,True,214,30,5550,214.30FDY
True,True,False,214,34,6672,214.34FQN
False,True,False,214,11,2459,214.11EQN
False,True,True,214,15,2315,214.15EQY
False,False,False,214,4,2025,214.4EDN
True,True,True,214,17,690,214.17FQY
True,False,False,214,48,2519,214.48FDN
True,True,True,214,22,1722,214.22FQY
True,True,False,214,45,3535,214.45FQN
True,True,True,214,28,4084,214.28FQY
True,False,True,214,31,10571,214.31FDY
True,False,False,214,42,6060,214.42FDN
True,False,True,214,25,5664,214.25FDY
True,False,False,214,38,1925,214.38FDN
True,False,False,214,35,2302,214.35FDN
False,True,False,214,8,1711,214.8EQN
False,True,True,214,12,4363,214.12EQY
False,False,False,214,16,7979,214.16EDN
False,True,True,214,1,3221,214.1EQY
True,True,True,214,23,2379,214.23FQY
True,True,False,214,44,655,214.44FQN
True,False,False,214,33,2181,214.33FDN
False,True,False,214,13,1950,214.13EQN
False,True,True,214,9,91,214.9EQY
True,False,False,214,41,2001,214.41FDN
True,True,True,214,26,5909,214.26FQY
True,False,True,214,32,-1291,214.32FDY
True,True,False,214,36,2670,214.36FQN
True,False,False,214,47,4347,214.47FDN
True,True,True,214,20,1761,214.20FQY
False,False,False,214,6,2129,214.6EDN
False,False,True,214,2,18424,214.2EDY
True,True,True,214,18,3292,214.18FQY
False,False,True,214,5,3535,214.5EDY
True,True,True,214,27,3662,214.27FQY
True,False,False,214,40,1749,214.40FDN
True,False,False,214,37,780,214.37FDN
True,True,True,214,21,8502,214.21FQY
True,False,False,214,46,5324,214.46FDN
False,False,True,214,3,2537,214.3EDY
True,True,True,214,19,2885,214.19FQY
False,True,False,214,7,12978,214.7EQN
False,False,False,214,14,3061,214.14EDN
False,False,True,214,10,6909,214.10EDY
True,True,False,209,41,-240,209.41FQN
True,False,False,209,36,1949,209.36FDN
True,True,True,209,32,4741,209.32FQY
True,False,True,209,26,4778,209.26FDY
True,True,False,209,47,4154,209.47FQN
True,False,True,209,20,4068,209.20FDY
False,True,True,209,4,3875,209.4EQY
False,False,False,209,15,1818,209.15EDN
False,False,True,209,11,3621,209.11EDY
True,False,True,209,18,3741,209.18FDY
False,False,False,209,12,3124,209.12EDN
False,True,True,209,16,2608,209.16EQY
True,False,True,209,27,3801,209.27FDY
True,True,False,209,37,3045,209.37FQN
True,True,False,209,40,5094,209.40FQN
True,False,True,209,21,3144,209.21FDY
False,False,False,209,1,3881,209.1EDN
True,True,False,209,46,6162,209.46FQN
False,False,True,209,8,3671,209.8EDY
True,False,True,209,19,2745,209.19FDY
True,True,False,209,39,2811,209.39FQN
True,True,False,209,43,2639,209.43FQN
False,False,False,209,9,3809,209.9EDN
True,False,False,209,34,3018,209.34FDN
True,True,True,209,30,3191,209.30FQY
True,False,True,209,24,3438,209.24FDY
True,False,True,209,29,3741,209.29FDY
False,False,True,209,13,3744,209.13EDY
True,False,True,209,17,4165,209.17FDY
True,True,False,209,48,3764,209.48FQN
False,True,False,209,2,3131,209.2EQN
True,False,True,209,22,3601,209.22FDY
True,False,False,209,45,2578,209.45FDN
False,True,True,209,6,4318,209.6EQY
True,True,True,209,31,3481,209.31FQY
True,False,True,209,28,3401,209.28FDY
True,True,False,209,38,3451,209.38FQN
False,True,False,209,5,2382,209.5EQN
True,True,False,209,35,3631,209.35FQN
True,True,False,209,42,4231,209.42FQN
True,True,True,209,25,3174,209.25FQY
False,True,False,209,10,3599,209.10EQN
False,True,True,209,14,4248,209.14EQY
True,False,True,209,23,2898,209.23FDY
True,False,False,209,44,4761,209.44FDN
False,True,False,209,3,1019,209.3EQN
False,False,True,209,7,5651,209.7EDY
True,True,False,209,33,3904,209.33FQN
True,False,True,207,17,7889,207.17FDY
True,False,False,207,45,12148,207.45FDN
True,False,True,207,22,6208,207.22FDY
True,True,False,207,48,8112,207.48FQN
True,True,True,207,30,8219,207.30FQY
True,False,False,207,34,4679,207.34FDN
False,False,False,207,8,8972,207.8EDN
True,False,True,207,29,7166,207.29FDY
True,False,True,207,24,7529,207.24FDY
True,True,False,207,39,4158,207.39FQN
False,False,True,207,1,6652,207.1EDY
True,True,False,207,43,5484,207.43FQN
False,False,True,207,15,13409,207.15EDY
False,False,False,207,11,2399,207.11EDN
False,False,True,207,12,2909,207.12EDY
False,True,False,207,16,7122,207.16EQN
True,True,False,207,33,7316,207.33FQN
True,False,False,207,44,8233,207.44FDN
True,False,True,207,23,5708,207.23FDY
True,True,False,207,35,5918,207.35FQN
True,True,False,207,38,4647,207.38FQN
True,True,True,207,25,6061,207.25FQY
False,True,False,207,4,6359,207.4EQN
True,True,False,207,42,5938,207.42FQN
True,True,True,207,31,5310,207.31FQY
True,False,True,207,28,6889,207.28FDY
False,True,True,207,5,4214,207.5EQY
True,False,True,207,20,18758,207.20FDY
True,True,False,207,47,4318,207.47FQN
True,False,True,207,18,4465,207.18FDY
False,False,False,207,13,7109,207.13EDN
True,True,True,207,32,2130,207.32FQY
True,False,False,207,36,4218,207.36FDN
True,False,True,207,26,10380,207.26FDY
False,True,True,207,3,7114,207.3EQY
False,False,False,207,7,8138,207.7EDN
True,True,False,207,41,6829,207.41FQN
False,False,True,207,9,7492,207.9EDY
True,True,False,207,46,9782,207.46FQN
True,False,True,207,21,7959,207.21FDY
False,True,True,207,10,4531,207.10EQY
False,True,False,207,14,6706,207.14EQN
True,False,True,207,19,4651,207.19FDY
True,True,False,207,37,8509,207.37FQN
True,True,False,207,40,6815,207.40FQN
False,True,False,207,6,6553,207.6EQN
True,False,True,207,27,6368,207.27FDY
False,True,True,207,2,5681,207.2EQY
False,True,False,206,11,6015,206.11EQN
False,False,True,206,3,4227,206.3EDY
False,True,True,206,15,4734,206.15EQY
False,True,False,206,7,6489,206.7EQN
True,False,False,206,43,5107,206.43FDN
True,False,False,206,39,5031,206.39FDN
True,True,True,206,29,8398,206.29FQY
True,True,True,206,24,3791,206.24FQY
True,True,False,206,34,5809,206.34FQN
True,False,True,206,30,4224,206.30FDY
True,False,False,206,48,4711,206.48FDN
True,True,False,206,45,4148,206.45FQN
True,True,True,206,22,4568,206.22FQY
True,True,True,206,17,4338,206.17FQY
False,False,True,206,5,5468,206.5EDY
False,False,True,206,2,2691,206.2EDY
False,False,False,206,6,5159,206.6EDN
True,True,True,206,28,4658,206.28FQY
True,False,True,206,31,6619,206.31FDY
True,False,True,206,25,4288,206.25FDY
True,False,False,206,42,3341,206.42FDN
True,False,False,206,35,4661,206.35FDN
True,False,False,206,38,4548,206.38FDN
True,True,False,206,44,4221,206.44FQN
True,True,True,206,23,3201,206.23FQY
True,False,False,206,33,3178,206.33FDN
False,False,False,206,16,6148,206.16EDN
False,True,True,206,12,4244,206.12EQY
False,True,True,206,9,7731,206.9EQY
True,False,False,206,41,4431,206.41FDN
True,True,True,206,26,7858,206.26FQY
True,True,False,206,36,3238,206.36FQN
True,False,True,206,32,4624,206.32FDY
False,True,False,206,13,4904,206.13EQN
False,True,True,206,1,4878,206.1EQY
False,True,False,206,8,4124,206.8EQN
True,True,True,206,18,4588,206.18FQY
True,False,False,206,47,5074,206.47FDN
True,True,True,206,20,3908,206.20FQY
True,True,True,206,27,3778,206.27FQY
True,False,False,206,40,3248,206.40FDN
True,False,False,206,37,6724,206.37FDN
False,False,False,206,4,5078,206.4EDN
True,True,True,206,19,5608,206.19FQY
False,False,False,206,14,3271,206.14EDN
False,False,True,206,10,852,206.10EDY
True,True,True,206,21,6982,206.21FQY
True,False,False,206,46,4628,206.46FDN
False,True,False,201,2,4571,201.2EQN
False,True,True,201,6,4971,201.6EQY
True,True,True,201,30,3564,201.30FQY
True,False,False,201,34,4481,201.34FDN
True,False,True,201,24,5668,201.24FDY
True,False,True,201,29,3124,201.29FDY
True,True,False,201,39,4201,201.39FQN
True,True,False,201,43,5712,201.43FQN
True,False,True,201,22,3568,201.22FDY
True,False,False,201,45,3398,201.45FDN
True,True,False,201,48,5348,201.48FQN
False,False,True,201,13,2850,201.13EDY
True,False,True,201,17,4001,201.17FDY
False,False,False,201,9,3328,201.9EDN
False,True,True,201,14,5484,201.14EQY
False,True,False,201,3,3928,201.3EQN
False,False,True,201,7,6185,201.7EDY
False,True,False,201,10,6322,201.10EQN
True,True,False,201,38,4131,201.38FQN
True,True,False,201,35,4354,201.35FQN
True,True,False,201,42,5760,201.42FQN
True,True,True,201,25,3618,201.25FQY
True,True,True,201,31,2761,201.31FQY
True,False,True,201,28,3508,201.28FDY
True,True,False,201,33,3877,201.33FQN
True,False,True,201,23,2519,201.23FDY
True,False,False,201,44,4097,201.44FDN
False,True,False,201,5,5692,201.5EQN
True,True,True,201,32,4041,201.32FQY
True,False,False,201,36,2927,201.36FDN
True,False,True,201,26,8158,201.26FDY
True,True,False,201,41,4324,201.41FQN
False,True,True,201,4,3614,201.4EQY
False,False,True,201,11,5218,201.11EDY
True,False,True,201,18,3111,201.18FDY
False,False,False,201,15,4108,201.15EDN
True,False,True,201,20,8278,201.20FDY
True,True,False,201,47,4811,201.47FQN
True,True,False,201,37,5374,201.37FQN
True,True,False,201,40,959,201.40FQN
True,False,True,201,27,3478,201.27FDY
False,False,False,201,1,5064,201.1EDN
False,True,True,201,16,3544,201.16EQY
False,False,False,201,12,2861,201.12EDN
False,False,True,201,8,5985,201.8EDY
True,False,True,201,19,1020,201.19FDY
True,True,False,201,46,5174,201.46FQN
True,False,True,201,21,6312,201.21FDY
False,False,True,208,6,3435,208.6EDY
True,True,True,208,18,2985,208.18FQY
False,True,True,208,11,2649,208.11EQY
False,False,False,208,2,2869,208.2EDN
False,True,False,208,15,3418,208.15EQN
True,True,True,208,20,2819,208.20FQY
True,False,False,208,47,2904,208.47FDN
True,True,True,208,26,3119,208.26FQY
True,False,True,208,32,3174,208.32FDY
True,True,False,208,36,3061,208.36FQN
True,False,False,208,41,2899,208.41FDN
False,True,False,208,9,2875,208.9EQN
False,False,False,208,3,3526,208.3EDN
False,True,True,208,7,4677,208.7EQY
True,True,True,208,19,3121,208.19FQY
True,False,False,208,46,2712,208.46FDN
True,True,True,208,21,3958,208.21FQY
True,False,False,208,40,3155,208.40FDN
True,False,False,208,37,3066,208.37FDN
True,True,True,208,27,2922,208.27FQY
False,False,True,208,16,3191,208.16EDY
False,True,False,208,12,2515,208.12EQN
False,False,False,208,5,3264,208.5EDN
True,True,True,208,22,3385,208.22FQY
True,True,False,208,45,2919,208.45FQN
True,False,False,208,48,5025,208.48FDN
False,False,True,208,4,4243,208.4EDY
True,True,True,208,17,3491,208.17FQY
False,True,True,208,13,3545,208.13EQY
True,True,True,208,24,3545,208.24FQY
True,True,True,208,29,1350,208.29FQY
True,False,True,208,30,2219,208.30FDY
True,True,False,208,34,759,208.34FQN
True,False,False,208,43,2942,208.43FDN
True,False,False,208,39,3588,208.39FDN
True,False,False,208,33,2889,208.33FDN
True,True,True,208,23,2545,208.23FQY
True,True,False,208,44,3305,208.44FQN
False,True,True,208,8,3291,208.8EQY
False,True,False,208,1,2682,208.1EQN
False,False,True,208,14,4278,208.14EDY
False,False,False,208,10,3668,208.10EDN
True,False,False,208,42,3606,208.42FDN
True,False,True,208,25,3279,208.25FDY
True,False,False,208,38,3408,208.38FDN
True,False,False,208,35,3636,208.35FDN
True,True,True,208,28,2951,208.28FQY
True,False,True,208,31,4381,208.31FDY
True,False,True,4,31,6572,4.31FDY
True,True,True,4,28,3558,4.28FQY
True,False,False,4,38,6474,4.38FDN
True,False,False,4,35,9669,4.35FDN
True,False,False,4,42,10689,4.42FDN
True,False,True,4,25,0,4.25FDY
False,False,False,4,5,0,4.5EDN
False,False,False,4,10,6729,4.10EDN
False,False,True,4,14,8479,4.14EDY
False,True,True,4,7,0,4.7EQY
False,False,False,4,3,2109,4.3EDN
True,True,True,4,23,0,4.23FQY
True,True,False,4,44,7110,4.44FQN
True,False,False,4,33,14712,4.33FDN
True,False,False,4,39,1162,4.39FDN
True,False,False,4,43,7421,4.43FDN
True,False,True,4,30,8439,4.30FDY
True,True,False,4,34,-89,4.34FQN
True,True,True,4,24,3226,4.24FQY
True,True,True,4,29,11241,4.29FQY
False,True,False,4,9,19890,4.9EQN
False,False,True,4,6,3305,4.6EDY
False,True,True,4,13,0,4.13EQY
False,False,False,4,2,11369,4.2EDN
True,True,True,4,17,2319,4.17FQY
True,False,False,4,48,11314,4.48FDN
True,True,True,4,22,9959,4.22FQY
True,True,False,4,45,9579,4.45FQN
False,False,True,4,16,5294,4.16EDY
False,True,False,4,12,8535,4.12EQN
True,True,True,4,27,6021,4.27FQY
True,False,False,4,37,4861,4.37FDN
True,False,False,4,40,10318,4.40FDN
True,True,True,4,21,6009,4.21FQY
True,False,False,4,46,6079,4.46FDN
False,True,True,4,8,14578,4.8EQY
True,True,True,4,19,5751,4.19FQY
False,True,False,4,1,8459,4.1EQN
True,False,False,4,41,6361,4.41FDN
True,False,True,4,32,8772,4.32FDY
True,True,False,4,36,15318,4.36FQN
True,True,True,4,26,6691,4.26FQY
True,False,False,4,47,5855,4.47FDN
True,True,True,4,20,11459,4.20FQY
False,True,False,4,15,4709,4.15EQN
False,False,True,4,4,6540,4.4EDY
False,True,True,4,11,11159,4.11EQY
True,True,True,4,18,750,4.18FQY
True,False,True,15,20,7822,15.20FDY
True,True,False,15,47,10494,15.47FQN
True,False,True,15,18,7795,15.18FDY
False,False,True,15,1,8205,15.1EDY
False,False,False,15,13,12107,15.13EDN
False,False,False,15,8,7382,15.8EDN
True,False,True,15,26,5901,15.26FDY
True,True,True,15,32,5001,15.32FQY
True,False,False,15,36,8975,15.36FDN
True,True,False,15,41,7075,15.41FQN
True,True,False,15,46,6245,15.46FQN
True,False,True,15,21,8629,15.21FDY
False,True,True,15,10,15425,15.10EQY
True,False,True,15,19,6025,15.19FDY
False,True,False,15,14,6932,15.14EQN
False,True,False,15,4,9574,15.4EQN
True,True,False,15,40,8909,15.40FQN
True,True,False,15,37,14121,15.37FQN
True,False,True,15,27,6318,15.27FDY
True,False,True,15,17,5598,15.17FDY
False,True,True,15,5,7139,15.5EQY
True,False,False,15,45,8699,15.45FDN
True,False,True,15,22,5281,15.22FDY
True,True,False,15,48,10708,15.48FQN
True,False,True,15,29,7255,15.29FDY
True,False,True,15,24,8715,15.24FDY
True,True,True,15,30,8022,15.30FQY
True,False,False,15,34,10337,15.34FDN
True,True,False,15,43,7818,15.43FQN
True,True,False,15,39,7079,15.39FQN
False,False,True,15,15,7728,15.15EDY
False,False,False,15,11,4921,15.11EDN
False,True,True,15,3,8055,15.3EQY
False,False,False,15,7,15421,15.7EDN
False,False,True,15,12,7545,15.12EDY
False,True,False,15,16,20758,15.16EQN
False,False,True,15,9,7755,15.9EDY
True,True,False,15,33,8912,15.33FQN
True,False,False,15,44,7705,15.44FDN
True,False,True,15,23,6908,15.23FDY
True,True,True,15,25,9285,15.25FQY
True,True,False,15,42,9674,15.42FQN
True,True,False,15,35,6338,15.35FQN
True,True,False,15,38,9654,15.38FQN
True,False,True,15,28,6912,15.28FDY
True,True,True,15,31,10554,15.31FQY
False,True,True,15,2,5398,15.2EQY
False,True,False,15,6,9348,15.6EQN
True,True,True,3,25,11069,3.25FQY
True,True,False,3,42,0,3.42FQN
True,True,False,3,35,7289,3.35FQN
True,True,False,3,38,9540,3.38FQN
True,False,True,3,28,-59,3.28FDY
True,True,True,3,31,4380,3.31FQY
False,False,True,3,9,11429,3.9EDY
False,True,False,3,6,6315,3.6EQN
False,True,True,3,2,1402,3.2EQY
False,True,False,3,16,1269,3.16EQN
False,False,True,3,12,8310,3.12EDY
True,True,False,3,33,2879,3.33FQN
True,False,False,3,44,11159,3.44FDN
True,False,True,3,23,8195,3.23FDY
True,False,True,3,29,8272,3.29FDY
True,False,True,3,24,8209,3.24FDY
True,False,False,3,34,12089,3.34FDN
True,True,True,3,30,9389,3.30FQY
True,True,False,3,43,3691,3.43FQN
True,True,False,3,39,7108,3.39FQN
False,False,True,3,15,6780,3.15EDY
False,True,True,3,5,5940,3.5EQY
False,False,False,3,11,2909,3.11EDN
False,False,False,3,7,3540,3.7EDN
True,False,True,3,17,6630,3.17FDY
False,True,True,3,3,8129,3.3EQY
True,False,False,3,45,12209,3.45FDN
True,False,True,3,22,9149,3.22FDY
True,True,False,3,48,7612,3.48FQN
True,True,False,3,40,13469,3.40FQN
True,True,False,3,37,4979,3.37FQN
True,False,True,3,27,7079,3.27FDY
True,True,False,3,46,14128,3.46FQN
True,False,True,3,21,2280,3.21FDY
False,True,False,3,4,7919,3.4EQN
False,True,True,3,10,-180,3.10EQY
True,False,True,3,19,4571,3.19FDY
False,True,False,3,14,5940,3.14EQN
False,False,False,3,13,7369,3.13EDN
True,False,True,3,26,9032,3.26FDY
True,False,False,3,36,1509,3.36FDN
True,True,True,3,32,3711,3.32FQY
True,True,False,3,41,4771,3.41FQN
True,False,True,3,20,9793,3.20FDY
True,True,False,3,47,6570,3.47FQN
True,False,True,3,18,5160,3.18FDY
False,False,False,3,8,5071,3.8EDN
False,False,True,3,1,5430,3.1EDY
True,False,False,12,47,9559,12.47FDN
True,True,True,12,20,5341,12.20FQY
False,True,False,12,15,935,12.15EQN
False,True,True,12,11,912,12.11EQY
True,True,True,12,18,535,12.18FQY
False,False,True,12,4,10055,12.4EDY
True,False,False,12,41,6900,12.41FDN
True,True,False,12,36,7770,12.36FQN
True,False,True,12,32,1008,12.32FDY
True,True,True,12,26,-2669,12.26FQY
True,True,True,12,21,7439,12.21FQY
True,False,False,12,46,6442,12.46FDN
True,True,True,12,19,6900,12.19FQY
False,True,False,12,1,6271,12.1EQN
False,True,False,12,12,9769,12.12EQN
False,True,True,12,8,2229,12.8EQY
False,False,True,12,16,8755,12.16EDY
True,True,True,12,27,8105,12.27FQY
True,False,False,12,37,7694,12.37FDN
True,False,False,12,40,9599,12.40FDN
False,True,False,12,9,10031,12.9EQN
False,True,True,12,13,9142,12.13EQY
True,True,True,12,17,2481,12.17FQY
True,False,False,12,48,-389,12.48FDN
True,True,True,12,22,17225,12.22FQY
True,True,False,12,45,10828,12.45FQN
True,False,False,12,39,7889,12.39FDN
True,False,False,12,43,8485,12.43FDN
True,True,False,12,34,12238,12.34FQN
True,False,True,12,30,6391,12.30FDY
True,True,True,12,24,8572,12.24FQY
True,True,True,12,29,9895,12.29FQY
False,False,False,12,2,11999,12.2EDN
False,False,True,12,6,7619,12.6EDY
False,False,False,12,5,6392,12.5EDN
True,True,True,12,23,7619,12.23FQY
True,True,False,12,44,3339,12.44FQN
True,False,False,12,33,9428,12.33FDN
True,False,True,12,31,7830,12.31FDY
True,True,True,12,28,6985,12.28FQY
True,False,False,12,38,6768,12.38FDN
True,False,False,12,35,7928,12.35FDN
True,False,False,12,42,12975,12.42FDN
True,False,True,12,25,6652,12.25FDY
False,False,False,12,10,8425,12.10EDN
False,False,True,12,14,6878,12.14EDY
False,False,False,12,3,7029,12.3EDN
False,True,True,12,7,10026,12.7EQY
True,True,False,2,44,5880,2.44FQN
True,True,True,2,23,6912,2.23FQY
False,False,False,2,4,0,2.4EDN
True,False,False,2,33,7278,2.33FDN
False,True,True,2,12,5610,2.12EQY
False,False,False,2,16,5007,2.16EDN
True,False,True,2,31,5640,2.31FDY
True,True,True,2,28,3599,2.28FQY
True,False,False,2,35,5587,2.35FDN
True,False,False,2,38,600,2.38FDN
True,False,True,2,25,0,2.25FDY
True,False,False,2,42,7352,2.42FDN
True,False,False,2,48,3209,2.48FDN
False,True,True,2,1,6330,2.1EQY
True,True,False,2,45,4409,2.45FQN
True,True,True,2,22,635,2.22FQY
False,True,False,2,8,2124,2.8EQN
True,True,True,2,17,5945,2.17FQY
False,True,False,2,11,3454,2.11EQN
False,True,True,2,15,1298,2.15EQY
True,False,False,2,39,438,2.39FDN
True,False,False,2,43,4720,2.43FDN
True,False,True,2,30,6000,2.30FDY
True,True,False,2,34,4619,2.34FQN
True,True,True,2,29,9299,2.29FQY
True,True,True,2,24,6015,2.24FQY
False,False,False,2,14,5984,2.14EDN
True,True,True,2,19,1949,2.19FQY
False,False,True,2,10,6544,2.10EDY
True,True,True,2,21,5310,2.21FQY
False,False,True,2,2,8172,2.2EDY
True,False,False,2,46,4081,2.46FDN
False,False,False,2,6,7769,2.6EDN
True,True,True,2,27,8832,2.27FQY
False,True,True,2,9,8595,2.9EQY
True,False,False,2,37,3749,2.37FDN
True,False,False,2,40,3089,2.40FDN
True,True,True,2,18,8012,2.18FQY
True,False,False,2,47,5887,2.47FDN
True,True,True,2,20,9389,2.20FQY
False,True,False,2,7,4139,2.7EQN
False,False,True,2,3,7809,2.3EDY
True,False,False,2,41,6238,2.41FDN
False,False,True,2,5,7928,2.5EDY
True,False,True,2,32,7530,2.32FDY
True,True,False,2,36,1218,2.36FQN
True,True,True,2,26,0,2.26FQY
False,True,False,2,13,4934,2.13EQN
False,True,True,13,6,10889,13.6EQY
True,False,True,13,26,11729,13.26FDY
True,True,True,13,32,7111,13.32FQY
True,False,False,13,36,13981,13.36FDN
True,True,False,13,41,6120,13.41FQN
False,True,False,13,2,662,13.2EQN
True,False,True,13,18,8640,13.18FDY
False,False,True,13,11,-2370,13.11EDY
False,False,False,13,15,3326,13.15EDN
False,False,False,13,9,10261,13.9EDN
True,False,True,13,20,12088,13.20FDY
True,True,False,13,47,9330,13.47FQN
False,True,False,13,3,9186,13.3EQN
True,True,False,13,40,16028,13.40FQN
False,False,True,13,7,11550,13.7EDY
True,True,False,13,37,812,13.37FQN
