UID,SID,IID,Reading,Condition_GP,Condition_Q,REC_CLEAN,REC,XY,FIRST,V,OBJ,PP1,STRONG,WEAK,STRUG,STRUG_START,QI
3-14-1,3,14,1,FALSE,TRUE,14EQN,3.14EQN_X,X,16Y,YES,YES,YES,PP1,OBJ,NO,,YES
3-14-2,3,14,2,FALSE,TRUE,14EQN,3.14EQN_Y,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
3-15-1,3,15,1,TRUE,FALSE,15EDY,3.15EDY_X,X,16Y,NO,YES,YES,NONE,NONE,NO,,NO
3-15-2,3,15,2,TRUE,FALSE,15EDY,3.15EDY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
3-16-1,3,16,1,FALSE,TRUE,16EQN,3.16EQN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
3-16-2,3,16,2,FALSE,TRUE,16EQN,3.16EQN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
3-2-1,3,2,1,TRUE,TRUE,2EQY,3.2EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
3-2-2,3,2,2,TRUE,TRUE,2EQY,3.2EQY_Y,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
3-3-1,3,3,1,TRUE,TRUE,3EQY,3.3EQY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
3-3-2,3,3,2,TRUE,TRUE,3EQY,3.3EQY_Y,Y,16Y,NO,YES,YES,PP1,V,NO,,NO
3-4-1,3,4,1,FALSE,TRUE,4EQN,3.4EQN_X,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
3-4-2,3,4,2,FALSE,TRUE,4EQN,3.4EQN_Y,Y,16Y,YES,YES,YES,OBJ,PP1,YES,PP2,NO
3-5-1,3,5,1,TRUE,TRUE,5EQY,3.5EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,YES,PP2,YES
3-5-2,3,5,2,TRUE,TRUE,5EQY,3.5EQY_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
3-6-1,3,6,1,FALSE,TRUE,6EQN,3.6EQN_X,X,16Y,YES,NO,YES,PP1,V,NO,,YES
3-6-2,3,6,2,FALSE,TRUE,6EQN,3.6EQN_Y,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
3-7-1,3,7,1,FALSE,FALSE,7EDN,3.7EDN_X,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
3-7-2,3,7,2,FALSE,FALSE,7EDN,3.7EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
3-8-1,3,8,1,FALSE,FALSE,8EDN,3.8EDN_X,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
3-8-2,3,8,2,FALSE,FALSE,8EDN,3.8EDN_Y,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
3-9-1,3,9,1,TRUE,FALSE,9EDY,3.9EDY_X,X,16Y,YES,YES,YES,OBJ,V,NO,,NO
3-9-2,3,9,2,TRUE,FALSE,9EDY,3.9EDY_Y,Y,16Y,YES,YES,YES,OBJ,V,NO,,NO
4-1-1,4,1,1,FALSE,TRUE,1EQN,4.1EQN_X,X,16X,NO,YES,YES,PP1,OBJ,YES,PP2,YES
4-1-2,4,1,2,FALSE,TRUE,1EQN,4.1EQN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES
4-10-1,4,10,1,FALSE,FALSE,10EDN,4.10EDN_X,X,16X,YES,YES,NO,V,OBJ,NO,,NO
4-10-2,4,10,2,FALSE,FALSE,10EDN,4.10EDN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO
4-11-1,4,11,1,TRUE,TRUE,11EQY,4.11EQY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES
4-11-2,4,11,2,TRUE,TRUE,11EQY,4.11EQY_Y,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES
4-12-1,4,12,1,FALSE,TRUE,12EQN,4.12EQN_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES
4-12-2,4,12,2,FALSE,TRUE,12EQN,4.12EQN_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
4-13-1,4,13,1,TRUE,TRUE,13EQY,4.13EQY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO
4-13-2,4,13,2,TRUE,TRUE,13EQY,4.13EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
4-14-1,4,14,1,TRUE,FALSE,14EDY,4.14EDY_X,X,16X,NO,YES,YES,PP1,OBJ,YES,PP2,NO
4-14-2,4,14,2,TRUE,FALSE,14EDY,4.14EDY_Y,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO
4-15-1,4,15,1,FALSE,TRUE,15EQN,4.15EQN_X,X,16X,NO,YES,YES,PP1,OBJ,YES,PP2,YES
4-15-2,4,15,2,FALSE,TRUE,15EQN,4.15EQN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES
4-16-1,4,16,1,TRUE,FALSE,16EDY,4.16EDY_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
4-16-2,4,16,2,TRUE,FALSE,16EDY,4.16EDY_Y,Y,16X,YES,NO,YES,PP1,V,NO,,NO
4-2-1,4,2,1,FALSE,FALSE,2EDN,4.2EDN_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
4-2-2,4,2,2,FALSE,FALSE,2EDN,4.2EDN_Y,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO
4-3-1,4,3,1,FALSE,FALSE,3EDN,4.3EDN_X,X,16X,NO,YES,YES,NONE,NONE,NO,,NO
4-3-2,4,3,2,FALSE,FALSE,3EDN,4.3EDN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO
4-4-1,4,4,1,TRUE,FALSE,4EDY,4.4EDY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO
4-4-2,4,4,2,TRUE,FALSE,4EDY,4.4EDY_Y,Y,16X,YES,NO,YES,V,PP1,NO,,NO
4-5-1,4,5,1,FALSE,FALSE,5EDN,4.5EDN_X,X,16X,NO,YES,YES,OBJ,PP1,YES,PP1,NO
4-5-2,4,5,2,FALSE,FALSE,5EDN,4.5EDN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,NO
4-6-1,4,6,1,TRUE,FALSE,6EDY,4.6EDY_X,X,16X,NO,YES,YES,OBJ,PP1,NO,,NO
4-6-2,4,6,2,TRUE,FALSE,6EDY,4.6EDY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
4-7-1,4,7,1,TRUE,TRUE,7EQY,4.7EQY_X,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES
4-7-2,4,7,2,TRUE,TRUE,7EQY,4.7EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,YES,PP2,YES
4-8-1,4,8,1,TRUE,TRUE,8EQY,4.8EQY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,YES
4-8-2,4,8,2,TRUE,TRUE,8EQY,4.8EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,YES,PP1,YES
4-9-1,4,9,1,FALSE,TRUE,9EQN,4.9EQN_X,X,16X,YES,YES,NO,V,OBJ,YES,OBJ,NO
4-9-2,4,9,2,FALSE,TRUE,9EQN,4.9EQN_Y,Y,16X,YES,NO,NO,V,NONE,NO,,YES
5-12-1,5,12,1,FALSE,FALSE,12EDN,5.12EDN_X,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO
5-12-2,5,12,2,FALSE,FALSE,12EDN,5.12EDN_Y,Y,1X,NO,YES,NO,OBJ,NONE,NO,,NO
5-13-1,5,13,1,TRUE,FALSE,13EDY,5.13EDY_X,X,1X,NO,YES,YES,OBJ,PP1,NO,,NO
5-13-2,5,13,2,TRUE,FALSE,13EDY,5.13EDY_Y,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO
5-14-1,5,14,1,TRUE,TRUE,14EQY,5.14EQY_X,X,1X,NO,NO,YES,PP1,NONE,NO,,YES
5-14-2,5,14,2,TRUE,TRUE,14EQY,5.14EQY_Y,Y,1X,NO,YES,YES,PP1,OBJ,NO,,YES
5-2-1,5,2,1,FALSE,TRUE,2EQN,5.2EQN_X,X,1X,NO,YES,YES,OBJ,PP1,NO,,YES
5-2-2,5,2,2,FALSE,TRUE,2EQN,5.2EQN_Y,Y,1X,NO,YES,NO,OBJ,NONE,NO,,YES
5-3-1,5,3,1,FALSE,TRUE,3EQN,5.3EQN_X,X,1X,NO,NO,YES,PP1,NONE,NO,,YES
5-3-2,5,3,2,FALSE,TRUE,3EQN,5.3EQN_Y,Y,1X,NO,NO,YES,PP1,OBJ,NO,,YES
5-4-1,5,4,1,TRUE,TRUE,4EQY,5.4EQY_X,X,1X,NO,YES,YES,PP1,OBJ,YES,PP1,YES
5-4-2,5,4,2,TRUE,TRUE,4EQY,5.4EQY_Y,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO
5-8-1,5,8,1,TRUE,FALSE,8EDY,5.8EDY_X,X,1X,NO,YES,YES,PP1,OBJ,NO,,NO
5-8-2,5,8,2,TRUE,FALSE,8EDY,5.8EDY_Y,Y,1X,NO,YES,YES,PP1,OBJ,NO,,NO
5-9-1,5,9,1,FALSE,FALSE,9EDN,5.9EDN_X,X,1X,NO,YES,NO,OBJ,NONE,NO,,NO
5-9-2,5,9,2,FALSE,FALSE,9EDN,5.9EDN_Y,Y,1X,NO,YES,YES,OBJ,PP1,NO,,NO
6-1-1,6,1,1,TRUE,TRUE,1EQY,1EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-1-2,6,1,2,TRUE,TRUE,1EQY,1EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-10-1,6,10,1,TRUE,FALSE,10EDY,10EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-10-2,6,10,2,TRUE,FALSE,10EDY,10EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-11-1,6,11,1,FALSE,TRUE,11EQN,11EQN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
6-11-2,6,11,2,FALSE,TRUE,11EQN,11EQN,Y,1Y,NO,YES,YES,NONE,NONE,NO,,YES
6-12-1,6,12,1,TRUE,TRUE,12EQY,12EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
6-12-2,6,12,2,TRUE,TRUE,12EQY,12EQY,Y,1Y,YES,NO,YES,PP1,V,NO,,YES
6-13-1,6,13,1,FALSE,TRUE,13EQN,13EQN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
6-13-2,6,13,2,FALSE,TRUE,13EQN,13EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
6-14-1,6,14,1,FALSE,FALSE,14EDN,14EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-14-2,6,14,2,FALSE,FALSE,14EDN,14EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-15-1,6,15,1,TRUE,TRUE,15EQY,15EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-15-2,6,15,2,TRUE,TRUE,15EQY,15EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
6-16-1,6,16,1,FALSE,FALSE,16EDN,16EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-16-2,6,16,2,FALSE,FALSE,16EDN,16EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-2-1,6,2,1,TRUE,FALSE,2EDY,2EDY,X,1Y,NO,YES,YES,NONE,NONE,YES,PP2,NO
6-2-2,6,2,2,TRUE,FALSE,2EDY,2EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-3-1,6,3,1,TRUE,FALSE,3EDY,3EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-3-2,6,3,2,TRUE,FALSE,3EDY,3EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-4-1,6,4,1,FALSE,FALSE,4EDN,4EDN,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO
6-4-2,6,4,2,FALSE,FALSE,4EDN,4EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-5-1,6,5,1,TRUE,FALSE,5EDY,5EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-5-2,6,5,2,TRUE,FALSE,5EDY,5EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-6-1,6,6,1,FALSE,FALSE,6EDN,6EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-6-2,6,6,2,FALSE,FALSE,6EDN,6EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-7-1,6,7,1,FALSE,TRUE,7EQN,7EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
6-7-2,6,7,2,FALSE,TRUE,7EQN,7EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
6-8-1,6,8,1,FALSE,TRUE,8EQN,8EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
6-8-2,6,8,2,FALSE,TRUE,8EQN,8EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
6-9-1,6,9,1,TRUE,TRUE,9EQY,9EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
6-9-2,6,9,2,TRUE,TRUE,9EQY,9EQY,Y,1Y,YES,YES,YES,OBJ,PP1,NO,,YES
7-1-1,7,1,1,TRUE,FALSE,1EDY,7.1EDY_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO
7-1-2,7,1,2,TRUE,FALSE,1EDY,7.1EDY_Y,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO
7-10-1,7,10,1,TRUE,TRUE,10EQY,7.10EQY_X,X,16X,NO,NO,YES,PP1,NONE,NO,,YES
7-10-2,7,10,2,TRUE,TRUE,10EQY,7.10EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
7-11-1,7,11,1,FALSE,FALSE,11EDN,7.11EDN_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO
7-11-2,7,11,2,FALSE,FALSE,11EDN,7.11EDN_Y,Y,16X,NO,YES,YES,NONE,NONE,NO,,NO
7-12-1,7,12,1,TRUE,FALSE,12EDY,7.12EDY_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
7-12-2,7,12,2,TRUE,FALSE,12EDY,7.12EDY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
7-13-1,7,13,1,FALSE,FALSE,13EDN,7.13EDN_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,NO
7-13-2,7,13,2,FALSE,FALSE,13EDN,7.13EDN_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
7-14-1,7,14,1,FALSE,TRUE,14EQN,7.14EQN_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES
7-14-2,7,14,2,FALSE,TRUE,14EQN,7.14EQN_Y,Y,16X,NO,YES,YES,PP1,OBJ,NO,,YES
7-15-1,7,15,1,TRUE,FALSE,15EDY,7.15EDY_X,X,16X,NO,YES,YES,PP1,OBJ,NO,,NO
7-15-2,7,15,2,TRUE,FALSE,15EDY,7.15EDY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,NO
7-16-1,7,16,1,FALSE,TRUE,16EQN,7.16EQN_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES
7-16-2,7,16,2,FALSE,TRUE,16EQN,7.16EQN_Y,Y,16X,NO,YES,YES,OBJ,PP1,NO,,YES
7-2-1,7,2,1,TRUE,TRUE,2EQY,7.2EQY_X,X,16X,NO,YES,YES,NONE,NONE,YES,START,YES
7-2-2,7,2,2,TRUE,TRUE,2EQY,7.2EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
7-3-1,7,3,1,TRUE,TRUE,3EQY,7.3EQY_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
7-3-2,7,3,2,TRUE,TRUE,3EQY,7.3EQY_Y,Y,16X,NO,YES,YES,NONE,NONE,NO,,NO
7-4-1,7,4,1,FALSE,TRUE,4EQN,7.4EQN_X,X,16X,NO,NO,NO,NONE,NONE,NO,,YES
7-4-2,7,4,2,FALSE,TRUE,4EQN,7.4EQN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES
7-5-1,7,5,1,TRUE,TRUE,5EQY,7.5EQY_X,X,16X,NO,YES,NO,OBJ,NONE,NO,,YES
7-5-2,7,5,2,TRUE,TRUE,5EQY,7.5EQY_Y,Y,16X,NO,NO,YES,PP1,NONE,NO,,YES
7-6-1,7,6,1,FALSE,TRUE,6EQN,7.6EQN_X,X,16X,NO,YES,YES,OBJ,PP1,NO,,YES
7-6-2,7,6,2,FALSE,TRUE,6EQN,7.6EQN_Y,Y,16X,NO,YES,NO,OBJ,NONE,NO,,YES
7-7-1,7,7,1,FALSE,FALSE,7EDN,7.7EDN_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
7-7-2,7,7,2,FALSE,FALSE,7EDN,7.7EDN_Y,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO
7-8-1,7,8,1,FALSE,FALSE,8EDN,7.8EDN_X,X,16X,,,,,,,,
7-8-2,7,8,2,FALSE,FALSE,8EDN,7.8EDN_Y,Y,16X,NO,YES,YES,OBJ,PP1,NO,,NO
7-9-1,7,9,1,TRUE,FALSE,9EDY,7.9EDY_X,X,16X,NO,NO,YES,PP1,NONE,NO,,NO
7-9-2,7,9,2,TRUE,FALSE,9EDY,7.9EDY_Y,Y,16X,NO,YES,YES,PP1,OBJ,NO,,NO
8-1-1,8,1,1,FALSE,TRUE,1EQN,1EQN,X,16Y,NO,YES,NO,OBJ,NONE,YES,PP1,YES
8-1-2,8,1,2,FALSE,TRUE,1EQN,1EQN,Y,16Y,,,,,,,,
8-10-1,8,10,1,FALSE,FALSE,10EDN,10EDN,X,16Y,YES,NO,YES,PP1,V,NO,,NO
8-10-2,8,10,2,FALSE,FALSE,10EDN,10EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
8-11-1,8,11,1,TRUE,TRUE,11EQY,11EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
8-11-2,8,11,2,TRUE,TRUE,11EQY,11EQY,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,
8-12-1,8,12,1,FALSE,TRUE,12EQN,12EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
8-12-2,8,12,2,FALSE,TRUE,12EQN,12EQN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
8-13-1,8,13,1,TRUE,TRUE,13EQY,13EQY,X,16Y,NO,YES,YES,PP1,OBJ,YES,PP1,YES
8-13-2,8,13,2,TRUE,TRUE,13EQY,13EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
8-14-1,8,14,1,TRUE,FALSE,14EDY,14EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
8-14-2,8,14,2,TRUE,FALSE,14EDY,14EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
8-15-1,8,15,1,FALSE,TRUE,15EQN,15EQN,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,YES
8-15-2,8,15,2,FALSE,TRUE,15EQN,15EQN,Y,16Y,YES,YES,NO,V,OBJ,NO,,YES
8-16-1,8,16,1,TRUE,FALSE,16EDY,16EDY,X,16Y,NO,NO,YES,PP1,NONE,YES,START,NO
8-16-2,8,16,2,TRUE,FALSE,16EDY,16EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
8-2-1,8,2,1,FALSE,FALSE,2EDN,2EDN,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,NO
8-2-2,8,2,2,FALSE,FALSE,2EDN,2EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
8-3-1,8,3,1,FALSE,FALSE,3EDN,3EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
8-3-2,8,3,2,FALSE,FALSE,3EDN,3EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
8-4-1,8,4,1,TRUE,FALSE,4EDY,4EDY,X,16Y,NO,NO,YES,PP1,NONE,YES,PP1,NO
8-4-2,8,4,2,TRUE,FALSE,4EDY,4EDY,Y,16Y,NO,NO,YES,PP1,NONE,YES,PP1,NO
8-5-1,8,5,1,FALSE,FALSE,5EDN,5EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
8-5-2,8,5,2,FALSE,FALSE,5EDN,5EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
8-6-1,8,6,1,TRUE,FALSE,6EDY,6EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
8-6-2,8,6,2,TRUE,FALSE,6EDY,6EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
8-7-1,8,7,1,FALSE,TRUE,7EQN,7EQN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
8-7-2,8,7,2,FALSE,TRUE,7EQN,7EQN,Y,16Y,YES,NO,YES,PP1,V,NO,,YES
8-8-1,8,8,1,TRUE,TRUE,8EQY,8EQY,X,16Y,NO,NO,YES,PP1,NONE,YES,START,YES
8-8-2,8,8,2,TRUE,TRUE,8EQY,8EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
8-9-1,8,9,1,FALSE,TRUE,9EQN,9EQN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
8-9-2,8,9,2,FALSE,TRUE,9EQN,9EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
9-1-1,9,1,1,FALSE,FALSE,1EDN,9.1EDN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-1-2,9,1,2,FALSE,FALSE,1EDN,9.1EDN_Y,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
9-10-1,9,10,1,FALSE,TRUE,10EQN,9.10EQN_X,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,NO
9-10-2,9,10,2,FALSE,TRUE,10EQN,9.10EQN_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
9-11-1,9,11,1,TRUE,FALSE,11EDY,9.11EDY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-11-2,9,11,2,TRUE,FALSE,11EDY,9.11EDY_Y,Y,16Y,NO,YES,YES,NONE,NONE,NO,,NO
9-12-1,9,12,1,FALSE,FALSE,12EDN,9.12EDN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-12-2,9,12,2,FALSE,FALSE,12EDN,9.12EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
9-13-1,9,13,1,TRUE,FALSE,13EDY,9.13EDY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-13-2,9,13,2,TRUE,FALSE,13EDY,9.13EDY_Y,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
9-14-1,9,14,1,TRUE,TRUE,14EQY,9.14EQY_X,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,NO
9-14-2,9,14,2,TRUE,TRUE,14EQY,9.14EQY_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-15-1,9,15,1,FALSE,FALSE,15EDN,9.15EDN_X,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
9-15-2,9,15,2,FALSE,FALSE,15EDN,9.15EDN_Y,Y,16Y,NO,YES,YES,NONE,NONE,NO,,NO
9-16-1,9,16,1,TRUE,TRUE,16EQY,9.16EQY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
9-16-2,9,16,2,TRUE,TRUE,16EQY,9.16EQY_Y,Y,16Y,YES,NO,YES,PP1,V,NO,,YES
9-2-1,9,2,1,FALSE,TRUE,2EQN,9.2EQN_X,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,YES
9-2-2,9,2,2,FALSE,TRUE,2EQN,9.2EQN_Y,Y,16Y,NO,YES,NO,OBJ,PP1,NO,,YES
9-3-1,9,3,1,FALSE,TRUE,3EQN,9.3EQN_X,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
9-3-2,9,3,2,FALSE,TRUE,3EQN,9.3EQN_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
9-4-1,9,4,1,TRUE,TRUE,4EQY,9.4EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
9-4-2,9,4,2,TRUE,TRUE,4EQY,9.4EQY_Y,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
9-5-1,9,5,1,FALSE,TRUE,5EQN,9.5EQN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
9-5-2,9,5,2,FALSE,TRUE,5EQN,9.5EQN_Y,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
9-6-1,9,6,1,TRUE,TRUE,6EQY,9.6EQY_X,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,YES
9-6-2,9,6,2,TRUE,TRUE,6EQY,9.6EQY_Y,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
9-7-1,9,7,1,TRUE,FALSE,7EDY,9.7EDY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-7-2,9,7,2,TRUE,FALSE,7EDY,9.7EDY_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-8-1,9,8,1,TRUE,FALSE,8EDY,9.8EDY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
9-8-2,9,8,2,TRUE,FALSE,8EDY,9.8EDY_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
9-9-1,9,9,1,FALSE,FALSE,9EDN,9.9EDN_X,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
9-9-2,9,9,2,FALSE,FALSE,9EDN,9.9EDN_Y,Y,16Y,NO,YES,YES,NONE,NONE,NO,,NO
