STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST,pair,condition,pdom,odom,simple2lvl,ID
PP1,TRUE,20-4-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,FALSE,NO,20,4EDY,4EDY,1,FALSE,PP1 > OBJ,16X,20-4,D +GP,TRUE,FALSE,BOTH,20-4
PP1,TRUE,20-4-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,Y,FALSE,NO,20,4EDY,4EDY,2,FALSE,PP1 > OBJ,16X,20-4,D +GP,TRUE,FALSE,BOTH,20-4
OBJ,TRUE,20-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,X,FALSE,NO,20,5EDN,5EDN,1,FALSE,OBJ,16X,20-5,D -GP,FALSE,TRUE,OBJ,20-5
OBJ,TRUE,20-5-2,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,FALSE,NO,20,5EDN,5EDN,2,FALSE,OBJ,16X,20-5,D -GP,FALSE,TRUE,OBJ,20-5
PP1,TRUE,20-6-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,X,FALSE,NO,20,6EDY,6EDY,1,FALSE,PP1 > OBJ,16X,20-6,D +GP,TRUE,FALSE,BOTH,20-6
PP1,TRUE,20-6-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,FALSE,NO,20,6EDY,6EDY,2,FALSE,PP1 > OBJ,16X,20-6,D +GP,TRUE,FALSE,BOTH,20-6
PP1,FALSE,20-7-1,TRUE,FALSE,NONE,NA,PP1,7,TRUE,X,TRUE,YES,20,7EQY,7EQY,1,FALSE,PP1,16X,20-7,Q +GP,TRUE,FALSE,PP1,20-7
PP1,TRUE,20-7-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,Y,TRUE,YES,20,7EQY,7EQY,2,FALSE,PP1 > OBJ,16X,20-7,Q +GP,TRUE,FALSE,BOTH,20-7
PP1,TRUE,20-8-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,TRUE,YES,20,8EQY,8EQY,1,FALSE,PP1 > OBJ,16X,20-8,Q +GP,TRUE,FALSE,BOTH,20-8
PP1,TRUE,20-8-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,TRUE,NO,20,8EQY,8EQY,2,FALSE,PP1 > OBJ,16X,20-8,Q +GP,TRUE,FALSE,BOTH,20-8
OBJ,TRUE,20-9-1,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,X,TRUE,YES,20,9EQN,9EQN,1,FALSE,OBJ,16X,20-9,Q -GP,FALSE,TRUE,OBJ,20-9
OBJ,TRUE,20-9-2,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,Y,TRUE,YES,20,9EQN,9EQN,2,FALSE,OBJ,16X,20-9,Q -GP,FALSE,TRUE,OBJ,20-9
PP1,TRUE,201-1-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,Y,FALSE,NO,201,1EDN,1EDN,1,FALSE,PP1 > OBJ,1Y,201-1,D -GP,TRUE,FALSE,BOTH,201-1
PP1,TRUE,201-1-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,X,FALSE,NO,201,1EDN,1EDN,2,FALSE,PP1 > OBJ,1Y,201-1,D -GP,TRUE,FALSE,BOTH,201-1
NONE,TRUE,201-10-1,FALSE,FALSE,NONE,NA,OBJ PP1,10,TRUE,Y,TRUE,YES,201,10EQN,10EQN,1,FALSE,OBJ PP1,1Y,201-10,Q -GP,FALSE,FALSE,BOTH,201-10
OBJ,TRUE,201-10-2,FALSE,FALSE,NONE,NA,OBJ,10,FALSE,X,TRUE,YES,201,10EQN,10EQN,2,FALSE,OBJ,1Y,201-10,Q -GP,FALSE,TRUE,OBJ,201-10
NONE,TRUE,201-11-1,TRUE,FALSE,NONE,NA,OBJ PP1,11,TRUE,Y,FALSE,NO,201,11EDY,11EDY,1,FALSE,OBJ PP1,1Y,201-11,D +GP,FALSE,FALSE,BOTH,201-11
PP1,TRUE,201-11-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,FALSE,NO,201,11EDY,11EDY,2,FALSE,PP1 > OBJ,1Y,201-11,D +GP,TRUE,FALSE,BOTH,201-11
PP1,FALSE,201-12-1,FALSE,TRUE,V,NA,PP1,12,TRUE,Y,FALSE,NO,201,12EDN,12EDN,1,FALSE,PP1 > V,1Y,201-12,D -GP,TRUE,FALSE,PP1,201-12
PP1,FALSE,201-12-2,FALSE,TRUE,V,NA,PP1,12,TRUE,X,FALSE,NO,201,12EDN,12EDN,2,FALSE,PP1 > V,1Y,201-12,D -GP,TRUE,FALSE,PP1,201-12
PP1,FALSE,201-13-1,TRUE,TRUE,V,OBJ,PP1,13,TRUE,Y,FALSE,NO,201,13EDY,13EDY,1,TRUE,PP1 > V,1Y,201-13,D +GP,TRUE,FALSE,PP1,201-13
PP1,TRUE,201-13-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,X,FALSE,NO,201,13EDY,13EDY,2,FALSE,PP1 > OBJ,1Y,201-13,D +GP,TRUE,FALSE,BOTH,201-13
PP1,TRUE,201-14-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,Y,TRUE,YES,201,14EQY,14EQY,1,FALSE,PP1 > OBJ,1Y,201-14,Q +GP,TRUE,FALSE,BOTH,201-14
PP1,TRUE,201-14-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,X,TRUE,YES,201,14EQY,14EQY,2,FALSE,PP1 > OBJ,1Y,201-14,Q +GP,TRUE,FALSE,BOTH,201-14
PP1,TRUE,201-15-1,FALSE,TRUE,V,NA,PP1 > OBJ,15,TRUE,Y,FALSE,NO,201,15EDN,15EDN,1,FALSE,PP1 > V OBJ,1Y,201-15,D -GP,TRUE,FALSE,BOTH,201-15
OBJ,TRUE,201-15-2,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,X,FALSE,NO,201,15EDN,15EDN,2,FALSE,OBJ > PP1,1Y,201-15,D -GP,FALSE,TRUE,BOTH,201-15
PP1,TRUE,201-16-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,Y,TRUE,YES,201,16EQY,16EQY,1,FALSE,PP1 > OBJ,1Y,201-16,Q +GP,TRUE,FALSE,BOTH,201-16
PP1,TRUE,201-16-2,TRUE,TRUE,V,NA,PP1 > OBJ,16,TRUE,X,TRUE,YES,201,16EQY,16EQY,2,FALSE,PP1 > V OBJ,1Y,201-16,Q +GP,TRUE,FALSE,BOTH,201-16
PP1,FALSE,201-2-1,FALSE,FALSE,NONE,NA,PP1,2,TRUE,Y,TRUE,YES,201,2EQN,2EQN,1,FALSE,PP1,1Y,201-2,Q -GP,TRUE,FALSE,PP1,201-2
PP1,FALSE,201-2-2,FALSE,FALSE,NONE,NA,PP1,2,TRUE,X,TRUE,YES,201,2EQN,2EQN,2,FALSE,PP1,1Y,201-2,Q -GP,TRUE,FALSE,PP1,201-2
PP1,FALSE,201-3-1,FALSE,FALSE,OBJ,PP2,PP1 > OBJ,3,TRUE,Y,TRUE,NO,201,3EQN,3EQN,1,TRUE,PP1 > OBJ,1Y,201-3,Q -GP,TRUE,FALSE,PP1,201-3
PP1,TRUE,201-3-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,X,TRUE,YES,201,3EQN,3EQN,2,FALSE,PP1 > OBJ,1Y,201-3,Q -GP,TRUE,FALSE,BOTH,201-3
PP1,FALSE,201-4-1,TRUE,FALSE,NONE,NA,PP1,4,TRUE,Y,TRUE,YES,201,4EQY,4EQY,1,FALSE,PP1,1Y,201-4,Q +GP,TRUE,FALSE,PP1,201-4
PP1,TRUE,201-4-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,TRUE,YES,201,4EQY,4EQY,2,FALSE,PP1 > OBJ,1Y,201-4,Q +GP,TRUE,FALSE,BOTH,201-4
OBJ,TRUE,201-5-1,FALSE,FALSE,PP1,NA,OBJ > PP1,5,TRUE,Y,TRUE,YES,201,5EQN,5EQN,1,FALSE,OBJ > PP1,1Y,201-5,Q -GP,FALSE,TRUE,BOTH,201-5
OBJ,TRUE,201-5-2,FALSE,FALSE,PP1,NA,OBJ > PP1,5,TRUE,X,TRUE,YES,201,5EQN,5EQN,2,FALSE,OBJ > PP1,1Y,201-5,Q -GP,FALSE,TRUE,BOTH,201-5
PP1,FALSE,201-6-1,TRUE,FALSE,NONE,NA,PP1,6,TRUE,Y,TRUE,YES,201,6EQY,6EQY,1,FALSE,PP1,1Y,201-6,Q +GP,TRUE,FALSE,PP1,201-6
PP1,FALSE,201-6-2,TRUE,FALSE,NONE,NA,PP1,6,TRUE,X,TRUE,YES,201,6EQY,6EQY,2,FALSE,PP1,1Y,201-6,Q +GP,TRUE,FALSE,PP1,201-6
PP1,FALSE,201-7-1,TRUE,FALSE,NONE,NA,PP1,7,TRUE,Y,FALSE,NO,201,7EDY,7EDY,1,FALSE,PP1,1Y,201-7,D +GP,TRUE,FALSE,PP1,201-7
PP1,FALSE,201-7-2,TRUE,FALSE,NONE,NA,PP1,7,TRUE,X,FALSE,NO,201,7EDY,7EDY,2,FALSE,PP1,1Y,201-7,D +GP,TRUE,FALSE,PP1,201-7
PP1,TRUE,201-8-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,FALSE,NO,201,8EDY,8EDY,1,FALSE,PP1 > OBJ,1Y,201-8,D +GP,TRUE,FALSE,BOTH,201-8
PP1,FALSE,201-8-2,TRUE,FALSE,NONE,NA,PP1,8,TRUE,X,FALSE,NO,201,8EDY,8EDY,2,FALSE,PP1,1Y,201-8,D +GP,TRUE,FALSE,PP1,201-8
OBJ,TRUE,201-9-1,FALSE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,Y,FALSE,NO,201,9EDN,9EDN,1,FALSE,OBJ > PP1,1Y,201-9,D -GP,FALSE,TRUE,BOTH,201-9
PP1,TRUE,201-9-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,X,FALSE,NO,201,9EDN,9EDN,2,FALSE,PP1 > OBJ,1Y,201-9,D -GP,TRUE,FALSE,BOTH,201-9
PP1,FALSE,203-1-1,TRUE,FALSE,NONE,NA,PP1,1,TRUE,Y,FALSE,NO,203,1EDY,1EDY,1,FALSE,PP1,16X,203-1,D +GP,TRUE,FALSE,PP1,203-1
PP1,FALSE,203-1-2,TRUE,FALSE,NONE,NA,PP1,1,TRUE,X,FALSE,NO,203,1EDY,1EDY,2,FALSE,PP1,16X,203-1,D +GP,TRUE,FALSE,PP1,203-1
PP1,TRUE,203-10-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,10,TRUE,Y,TRUE,YES,203,10EQY,10EQY,1,FALSE,PP1 > OBJ,16X,203-10,Q +GP,TRUE,FALSE,BOTH,203-10
PP1,TRUE,203-10-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,10,TRUE,X,TRUE,YES,203,10EQY,10EQY,2,FALSE,PP1 > OBJ,16X,203-10,Q +GP,TRUE,FALSE,BOTH,203-10
OBJ,TRUE,203-11-1,FALSE,FALSE,NONE,NA,OBJ,11,FALSE,Y,FALSE,NO,203,11EDN,11EDN,1,FALSE,OBJ,16X,203-11,D -GP,FALSE,TRUE,OBJ,203-11
NONE,TRUE,203-11-2,FALSE,FALSE,NONE,NA,OBJ PP1,11,TRUE,X,FALSE,NO,203,11EDN,11EDN,2,FALSE,OBJ PP1,16X,203-11,D -GP,FALSE,FALSE,BOTH,203-11
PP1,FALSE,203-12-1,TRUE,FALSE,NONE,NA,PP1,12,TRUE,Y,FALSE,NO,203,12EDY,12EDY,1,FALSE,PP1,16X,203-12,D +GP,TRUE,FALSE,PP1,203-12
PP1,FALSE,203-12-2,TRUE,FALSE,NONE,NA,PP1,12,TRUE,X,FALSE,NO,203,12EDY,12EDY,2,FALSE,PP1,16X,203-12,D +GP,TRUE,FALSE,PP1,203-12
OBJ,TRUE,203-13-1,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,Y,FALSE,NO,203,13EDN,13EDN,1,FALSE,OBJ,16X,203-13,D -GP,FALSE,TRUE,OBJ,203-13
OBJ,TRUE,203-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,FALSE,NO,203,13EDN,13EDN,2,FALSE,OBJ,16X,203-13,D -GP,FALSE,TRUE,OBJ,203-13
OBJ,TRUE,203-14-1,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,Y,TRUE,YES,203,14EQN,14EQN,1,FALSE,OBJ,16X,203-14,Q -GP,FALSE,TRUE,OBJ,203-14
PP1,TRUE,203-14-2,FALSE,FALSE,NONE,NA,PP1 > OBJ,14,TRUE,X,TRUE,YES,203,14EQN,14EQN,2,FALSE,PP1 > OBJ,16X,203-14,Q -GP,TRUE,FALSE,BOTH,203-14
PP1,FALSE,203-15-1,TRUE,FALSE,NONE,NA,PP1,15,TRUE,Y,FALSE,NO,203,15EDY,15EDY,1,FALSE,PP1,16X,203-15,D +GP,TRUE,FALSE,PP1,203-15
PP1,FALSE,203-15-2,TRUE,FALSE,NONE,NA,PP1,15,TRUE,X,FALSE,NO,203,15EDY,15EDY,2,FALSE,PP1,16X,203-15,D +GP,TRUE,FALSE,PP1,203-15
PP1,FALSE,203-16-1,FALSE,FALSE,NONE,NA,PP1,16,TRUE,Y,TRUE,YES,203,16EQN,16EQN,1,FALSE,PP1,16X,203-16,Q -GP,TRUE,FALSE,PP1,203-16
PP1,FALSE,203-16-2,FALSE,FALSE,NONE,NA,PP1,16,TRUE,X,TRUE,YES,203,16EQN,16EQN,2,FALSE,PP1,16X,203-16,Q -GP,TRUE,FALSE,PP1,203-16
PP1,TRUE,203-2-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,Y,TRUE,NO,203,2EQY,2EQY,1,FALSE,PP1 > OBJ,16X,203-2,Q +GP,TRUE,FALSE,BOTH,203-2
PP1,TRUE,203-2-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,X,TRUE,YES,203,2EQY,2EQY,2,FALSE,PP1 > OBJ,16X,203-2,Q +GP,TRUE,FALSE,BOTH,203-2
PP1,FALSE,203-3-1,TRUE,FALSE,NONE,NA,PP1,3,TRUE,Y,TRUE,YES,203,3EQY,3EQY,1,FALSE,PP1,16X,203-3,Q +GP,TRUE,FALSE,PP1,203-3
PP1,FALSE,203-3-2,TRUE,FALSE,NONE,NA,PP1,3,TRUE,X,TRUE,YES,203,3EQY,3EQY,2,FALSE,PP1,16X,203-3,Q +GP,TRUE,FALSE,PP1,203-3
OBJ,TRUE,203-4-1,FALSE,FALSE,PP1,NA,OBJ > PP1,4,TRUE,Y,TRUE,YES,203,4EQN,4EQN,1,FALSE,OBJ > PP1,16X,203-4,Q -GP,FALSE,TRUE,BOTH,203-4
OBJ,TRUE,203-4-2,FALSE,FALSE,PP1,NA,OBJ > PP1,4,TRUE,X,TRUE,YES,203,4EQN,4EQN,2,FALSE,OBJ > PP1,16X,203-4,Q -GP,FALSE,TRUE,BOTH,203-4
PP1,FALSE,203-5-1,TRUE,FALSE,NONE,NA,PP1,5,TRUE,Y,TRUE,YES,203,5EQY,5EQY,1,FALSE,PP1,16X,203-5,Q +GP,TRUE,FALSE,PP1,203-5
PP1,FALSE,203-5-2,TRUE,FALSE,NONE,NA,PP1,5,TRUE,X,TRUE,YES,203,5EQY,5EQY,2,FALSE,PP1,16X,203-5,Q +GP,TRUE,FALSE,PP1,203-5
PP1,TRUE,203-6-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,TRUE,YES,203,6EQN,6EQN,1,FALSE,PP1 > OBJ,16X,203-6,Q -GP,TRUE,FALSE,BOTH,203-6
PP1,TRUE,203-6-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,X,TRUE,YES,203,6EQN,6EQN,2,FALSE,PP1 > OBJ,16X,203-6,Q -GP,TRUE,FALSE,BOTH,203-6
PP1,TRUE,203-7-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,Y,FALSE,NO,203,7EDN,7EDN,1,FALSE,PP1 > OBJ,16X,203-7,D -GP,TRUE,FALSE,BOTH,203-7
NONE,FALSE,203-7-2,FALSE,FALSE,NONE,NA,NA,7,FALSE,X,FALSE,NO,203,7EDN,7EDN,2,FALSE,NA,16X,203-7,D -GP,FALSE,FALSE,NEITHER,203-7
OBJ,TRUE,203-8-1,FALSE,FALSE,PP1,NA,OBJ > PP1,8,TRUE,Y,FALSE,NO,203,8EDN,8EDN,1,FALSE,OBJ > PP1,16X,203-8,D -GP,FALSE,TRUE,BOTH,203-8
OBJ,TRUE,203-8-2,FALSE,FALSE,PP1,NA,OBJ > PP1,8,TRUE,X,FALSE,NO,203,8EDN,8EDN,2,FALSE,OBJ > PP1,16X,203-8,D -GP,FALSE,TRUE,BOTH,203-8
PP1,TRUE,203-9-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,Y,FALSE,NO,203,9EDY,9EDY,1,FALSE,PP1 > OBJ,16X,203-9,D +GP,TRUE,FALSE,BOTH,203-9
PP1,FALSE,203-9-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,X,FALSE,NO,203,9EDY,9EDY,2,FALSE,PP1 > OBJ,16X,203-9,D +GP,TRUE,FALSE,PP1,203-9
OBJ,TRUE,204-1-1,FALSE,FALSE,PP1,NA,OBJ > PP1,1,TRUE,Y,TRUE,YES,204,1EQN,1EQN,1,FALSE,OBJ > PP1,1X,204-1,Q -GP,FALSE,TRUE,BOTH,204-1
OBJ,TRUE,204-1-2,FALSE,FALSE,PP1,NA,OBJ > PP1,1,TRUE,X,TRUE,YES,204,1EQN,1EQN,2,FALSE,OBJ > PP1,1X,204-1,Q -GP,FALSE,TRUE,BOTH,204-1
OBJ,TRUE,204-10-1,FALSE,TRUE,PP1,NA,OBJ > PP1,10,TRUE,Y,FALSE,NO,204,10EDN,10EDN,1,FALSE,OBJ > V PP1,1X,204-10,D -GP,FALSE,TRUE,BOTH,204-10
OBJ,TRUE,204-10-2,FALSE,TRUE,V,NA,OBJ,10,FALSE,X,FALSE,NO,204,10EDN,10EDN,2,FALSE,OBJ > V,1X,204-10,D -GP,FALSE,TRUE,OBJ,204-10
PP1,TRUE,204-12-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,12,TRUE,Y,TRUE,YES,204,12EQN,12EQN,1,FALSE,PP1 > OBJ,1X,204-12,Q -GP,TRUE,FALSE,BOTH,204-12
PP1,FALSE,204-12-2,FALSE,TRUE,V,NA,PP1,12,TRUE,X,TRUE,YES,204,12EQN,12EQN,2,FALSE,PP1 > V,1X,204-12,Q -GP,TRUE,FALSE,PP1,204-12
PP1,TRUE,204-13-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,Y,TRUE,YES,204,13EQY,13EQY,1,FALSE,PP1 > OBJ,1X,204-13,Q +GP,TRUE,FALSE,BOTH,204-13
PP1,TRUE,204-13-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,X,TRUE,YES,204,13EQY,13EQY,2,FALSE,PP1 > OBJ,1X,204-13,Q +GP,TRUE,FALSE,BOTH,204-13
OBJ,TRUE,204-14-1,TRUE,FALSE,PP1,PP2,OBJ > PP1,14,TRUE,Y,FALSE,NO,204,14EDY,14EDY,1,TRUE,OBJ > PP1,1X,204-14,D +GP,FALSE,TRUE,BOTH,204-14
PP1,FALSE,204-14-2,TRUE,TRUE,V,NA,PP1,14,TRUE,X,FALSE,NO,204,14EDY,14EDY,2,FALSE,PP1 > V,1X,204-14,D +GP,TRUE,FALSE,PP1,204-14
OBJ,TRUE,204-15-1,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,TRUE,YES,204,15EQN,15EQN,1,FALSE,OBJ > PP1,1X,204-15,Q -GP,FALSE,TRUE,BOTH,204-15
OBJ,TRUE,204-15-2,FALSE,FALSE,NONE,NA,OBJ,15,FALSE,X,TRUE,YES,204,15EQN,15EQN,2,FALSE,OBJ,1X,204-15,Q -GP,FALSE,TRUE,OBJ,204-15
NONE,TRUE,204-16-1,TRUE,FALSE,NONE,NA,OBJ PP1,16,TRUE,Y,FALSE,NO,204,16EDY,16EDY,1,FALSE,OBJ PP1,1X,204-16,D +GP,FALSE,FALSE,BOTH,204-16
PP1,FALSE,204-16-2,TRUE,FALSE,NONE,V,PP1,16,TRUE,X,FALSE,NO,204,16EDY,16EDY,2,TRUE,PP1,1X,204-16,D +GP,TRUE,FALSE,PP1,204-16
PP1,TRUE,204-2-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,Y,FALSE,NO,204,2EDN,2EDN,1,FALSE,PP1 > OBJ,1X,204-2,D -GP,TRUE,FALSE,BOTH,204-2
PP1,FALSE,204-2-2,FALSE,FALSE,NONE,NA,PP1,2,TRUE,X,FALSE,NO,204,2EDN,2EDN,2,FALSE,PP1,1X,204-2,D -GP,TRUE,FALSE,PP1,204-2
OBJ,TRUE,204-3-1,FALSE,FALSE,NONE,NA,OBJ,3,FALSE,Y,FALSE,NO,204,3EDN,3EDN,1,FALSE,OBJ,1X,204-3,D -GP,FALSE,TRUE,OBJ,204-3
NONE,TRUE,204-3-2,FALSE,FALSE,NONE,PP2,OBJ PP1,3,TRUE,X,FALSE,NO,204,3EDN,3EDN,2,TRUE,OBJ PP1,1X,204-3,D -GP,FALSE,FALSE,BOTH,204-3
PP1,TRUE,204-4-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,Y,FALSE,NO,204,4EDY,4EDY,1,FALSE,PP1 > OBJ,1X,204-4,D +GP,TRUE,FALSE,BOTH,204-4
OBJ,TRUE,204-4-2,TRUE,FALSE,PP1,PP1,OBJ > PP1,4,TRUE,X,FALSE,NO,204,4EDY,4EDY,2,TRUE,OBJ > PP1,1X,204-4,D +GP,FALSE,TRUE,BOTH,204-4
OBJ,TRUE,204-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,FALSE,NO,204,5EDN,5EDN,1,FALSE,OBJ,1X,204-5,D -GP,FALSE,TRUE,OBJ,204-5
OBJ,TRUE,204-5-2,FALSE,FALSE,PP1,NA,OBJ > PP1,5,TRUE,X,FALSE,NO,204,5EDN,5EDN,2,FALSE,OBJ > PP1,1X,204-5,D -GP,FALSE,TRUE,BOTH,204-5
PP1,TRUE,204-6-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,FALSE,NO,204,6EDY,6EDY,1,FALSE,PP1 > OBJ,1X,204-6,D +GP,TRUE,FALSE,BOTH,204-6
PP1,TRUE,204-6-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,X,FALSE,NO,204,6EDY,6EDY,2,FALSE,PP1 > OBJ,1X,204-6,D +GP,TRUE,FALSE,BOTH,204-6
PP1,TRUE,204-7-1,TRUE,FALSE,OBJ,PP2,PP1 > OBJ,7,TRUE,Y,TRUE,YES,204,7EQY,7EQY,1,TRUE,PP1 > OBJ,1X,204-7,Q +GP,TRUE,FALSE,BOTH,204-7
PP1,TRUE,204-7-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,X,TRUE,YES,204,7EQY,7EQY,2,FALSE,PP1 > OBJ,1X,204-7,Q +GP,TRUE,FALSE,BOTH,204-7
PP1,TRUE,204-8-1,TRUE,FALSE,OBJ,START,PP1 > OBJ,8,TRUE,Y,TRUE,YES,204,8EQY,8EQY,1,TRUE,PP1 > OBJ,1X,204-8,Q +GP,TRUE,FALSE,BOTH,204-8
PP1,TRUE,204-8-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,TRUE,YES,204,8EQY,8EQY,2,FALSE,PP1 > OBJ,1X,204-8,Q +GP,TRUE,FALSE,BOTH,204-8
OBJ,TRUE,204-9-1,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,Y,TRUE,YES,204,9EQN,9EQN,1,FALSE,OBJ,1X,204-9,Q -GP,FALSE,TRUE,OBJ,204-9
OBJ,TRUE,204-9-2,FALSE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,X,TRUE,YES,204,9EQN,9EQN,2,FALSE,OBJ > PP1,1X,204-9,Q -GP,FALSE,TRUE,BOTH,204-9
OBJ,TRUE,205-1-1,FALSE,FALSE,NONE,NA,OBJ,1,FALSE,Y,FALSE,NO,205,1EDN,1EDN,1,FALSE,OBJ,1Y,205-1,D -GP,FALSE,TRUE,OBJ,205-1
OBJ,TRUE,205-1-2,FALSE,FALSE,NONE,NA,OBJ,1,FALSE,X,FALSE,NO,205,1EDN,1EDN,2,FALSE,OBJ,1Y,205-1,D -GP,FALSE,TRUE,OBJ,205-1
PP1,FALSE,205-10-1,FALSE,FALSE,NONE,NA,PP1,10,TRUE,Y,TRUE,YES,205,10EQN,10EQN,1,FALSE,PP1,1Y,205-10,Q -GP,TRUE,FALSE,PP1,205-10
OBJ,TRUE,205-10-2,FALSE,FALSE,PP1,NA,OBJ > PP1,10,TRUE,X,TRUE,YES,205,10EQN,10EQN,2,FALSE,OBJ > PP1,1Y,205-10,Q -GP,FALSE,TRUE,BOTH,205-10
PP1,TRUE,205-11-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,Y,FALSE,NO,205,11EDY,11EDY,1,FALSE,PP1 > OBJ,1Y,205-11,D +GP,TRUE,FALSE,BOTH,205-11
PP1,TRUE,205-11-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,11,TRUE,X,FALSE,NO,205,11EDY,11EDY,2,FALSE,PP1 > OBJ,1Y,205-11,D +GP,TRUE,FALSE,BOTH,205-11
PP1,TRUE,205-12-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,12,TRUE,Y,FALSE,NO,205,12EDN,12EDN,1,FALSE,PP1 > OBJ,1Y,205-12,D -GP,TRUE,FALSE,BOTH,205-12
OBJ,TRUE,205-12-2,FALSE,FALSE,PP1,NA,OBJ > PP1,12,TRUE,X,FALSE,NO,205,12EDN,12EDN,2,FALSE,OBJ > PP1,1Y,205-12,D -GP,FALSE,TRUE,BOTH,205-12
NONE,TRUE,205-13-1,TRUE,FALSE,NONE,NA,OBJ PP1,13,TRUE,Y,FALSE,NO,205,13EDY,13EDY,1,FALSE,OBJ PP1,1Y,205-13,D +GP,FALSE,FALSE,BOTH,205-13
PP1,TRUE,205-13-2,TRUE,TRUE,V,NA,PP1 > OBJ,13,TRUE,X,FALSE,NO,205,13EDY,13EDY,2,FALSE,PP1 > V OBJ,1Y,205-13,D +GP,TRUE,FALSE,BOTH,205-13
PP1,TRUE,205-14-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,Y,TRUE,YES,205,14EQY,14EQY,1,FALSE,PP1 > OBJ,1Y,205-14,Q +GP,TRUE,FALSE,BOTH,205-14
PP1,TRUE,205-14-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,X,TRUE,YES,205,14EQY,14EQY,2,FALSE,PP1 > OBJ,1Y,205-14,Q +GP,TRUE,FALSE,BOTH,205-14
OBJ,TRUE,205-15-1,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,FALSE,NO,205,15EDN,15EDN,1,FALSE,OBJ > PP1,1Y,205-15,D -GP,FALSE,TRUE,BOTH,205-15
