STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST,pair,condition,pdom,odom,simple2lvl,ID
NONE,FALSE,209-12-1,FALSE,TRUE,NONE,NA,PP1,12,TRUE,Y,FALSE,NO,209,12EDN,12EDN,1,FALSE,V PP1,16Y,209-12,D -GP,TRUE,FALSE,PP1,209-12
OBJ,TRUE,209-12-2,FALSE,FALSE,NONE,NA,OBJ,12,FALSE,X,FALSE,NO,209,12EDN,12EDN,2,FALSE,OBJ,16Y,209-12,D -GP,FALSE,TRUE,OBJ,209-12
PP1,FALSE,209-13-1,TRUE,TRUE,V,NA,PP1,13,TRUE,Y,FALSE,NO,209,13EDY,13EDY,1,FALSE,PP1 > V,16Y,209-13,D +GP,TRUE,FALSE,PP1,209-13
PP1,TRUE,209-13-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,X,FALSE,NO,209,13EDY,13EDY,2,FALSE,PP1 > OBJ,16Y,209-13,D +GP,TRUE,FALSE,BOTH,209-13
PP1,TRUE,209-14-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,Y,TRUE,YES,209,14EQY,14EQY,1,FALSE,PP1 > OBJ,16Y,209-14,Q +GP,TRUE,FALSE,BOTH,209-14
PP1,TRUE,209-14-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,X,TRUE,YES,209,14EQY,14EQY,2,FALSE,PP1 > OBJ,16Y,209-14,Q +GP,TRUE,FALSE,BOTH,209-14
OBJ,TRUE,209-15-1,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,FALSE,NO,209,15EDN,15EDN,1,FALSE,OBJ > PP1,16Y,209-15,D -GP,FALSE,TRUE,BOTH,209-15
OBJ,TRUE,209-15-2,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,X,FALSE,NO,209,15EDN,15EDN,2,FALSE,OBJ > PP1,16Y,209-15,D -GP,FALSE,TRUE,BOTH,209-15
PP1,FALSE,209-16-1,TRUE,FALSE,NONE,NA,PP1,16,TRUE,Y,TRUE,YES,209,16EQY,16EQY,1,FALSE,PP1,16Y,209-16,Q +GP,TRUE,FALSE,PP1,209-16
PP1,FALSE,209-16-2,TRUE,FALSE,NONE,NA,PP1,16,TRUE,X,TRUE,YES,209,16EQY,16EQY,2,FALSE,PP1,16Y,209-16,Q +GP,TRUE,FALSE,PP1,209-16
PP1,FALSE,209-2-1,FALSE,FALSE,NONE,NA,PP1,2,TRUE,Y,TRUE,YES,209,2EQN,2EQN,1,FALSE,PP1,16Y,209-2,Q -GP,TRUE,FALSE,PP1,209-2
PP1,FALSE,209-2-2,FALSE,FALSE,NONE,NA,PP1,2,TRUE,X,TRUE,YES,209,2EQN,2EQN,2,FALSE,PP1,16Y,209-2,Q -GP,TRUE,FALSE,PP1,209-2
PP1,TRUE,209-3-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,Y,TRUE,YES,209,3EQN,3EQN,1,FALSE,PP1 > OBJ,16Y,209-3,Q -GP,TRUE,FALSE,BOTH,209-3
OBJ,TRUE,209-3-2,FALSE,FALSE,PP1,NA,OBJ > PP1,3,TRUE,X,TRUE,YES,209,3EQN,3EQN,2,FALSE,OBJ > PP1,16Y,209-3,Q -GP,FALSE,TRUE,BOTH,209-3
PP1,TRUE,209-4-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,Y,TRUE,YES,209,4EQY,4EQY,1,FALSE,PP1 > OBJ,16Y,209-4,Q +GP,TRUE,FALSE,BOTH,209-4
PP1,TRUE,209-4-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,TRUE,YES,209,4EQY,4EQY,2,FALSE,PP1 > OBJ,16Y,209-4,Q +GP,TRUE,FALSE,BOTH,209-4
OBJ,TRUE,209-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,TRUE,YES,209,5EQN,5EQN,1,FALSE,OBJ,16Y,209-5,Q -GP,FALSE,TRUE,OBJ,209-5
OBJ,TRUE,209-5-2,FALSE,FALSE,PP1,NA,OBJ > PP1,5,TRUE,X,TRUE,YES,209,5EQN,5EQN,2,FALSE,OBJ > PP1,16Y,209-5,Q -GP,FALSE,TRUE,BOTH,209-5
PP1,FALSE,209-6-1,TRUE,FALSE,NONE,NA,PP1,6,TRUE,Y,TRUE,YES,209,6EQY,6EQY,1,FALSE,PP1,16Y,209-6,Q +GP,TRUE,FALSE,PP1,209-6
PP1,FALSE,209-6-2,TRUE,FALSE,NONE,NA,PP1,6,TRUE,X,TRUE,YES,209,6EQY,6EQY,2,FALSE,PP1,16Y,209-6,Q +GP,TRUE,FALSE,PP1,209-6
PP1,FALSE,209-7-1,TRUE,FALSE,NONE,NA,PP1,7,TRUE,Y,FALSE,NO,209,7EDY,7EDY,1,FALSE,PP1,16Y,209-7,D +GP,TRUE,FALSE,PP1,209-7
PP1,FALSE,209-7-2,TRUE,TRUE,V,NA,PP1,7,TRUE,X,FALSE,NO,209,7EDY,7EDY,2,FALSE,PP1 > V,16Y,209-7,D +GP,TRUE,FALSE,PP1,209-7
PP1,TRUE,209-8-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,Y,FALSE,NO,209,8EDY,8EDY,1,FALSE,PP1 > OBJ,16Y,209-8,D +GP,TRUE,FALSE,BOTH,209-8
OBJ,TRUE,209-8-2,TRUE,FALSE,PP1,NA,OBJ > PP1,8,TRUE,X,FALSE,NO,209,8EDY,8EDY,2,FALSE,OBJ > PP1,16Y,209-8,D +GP,FALSE,TRUE,BOTH,209-8
OBJ,TRUE,209-9-1,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,Y,FALSE,YES,209,9EDN,9EDN,1,FALSE,OBJ,16Y,209-9,D -GP,FALSE,TRUE,OBJ,209-9
OBJ,TRUE,209-9-2,FALSE,FALSE,NONE,NA,OBJ,9,FALSE,X,FALSE,NO,209,9EDN,9EDN,2,FALSE,OBJ,16Y,209-9,D -GP,FALSE,TRUE,OBJ,209-9
PP1,FALSE,21-1-1,FALSE,FALSE,NONE,NA,PP1,1,TRUE,X,FALSE,NO,21,1EDN,21.1EDN_X,1,FALSE,PP1,16Y,21-1,D -GP,TRUE,FALSE,PP1,21-1
OBJ,TRUE,21-1-2,FALSE,FALSE,PP1,NA,OBJ > PP1,1,TRUE,Y,FALSE,NO,21,1EDN,21.1EDN_Y,2,FALSE,OBJ > PP1,16Y,21-1,D -GP,FALSE,TRUE,BOTH,21-1
OBJ,TRUE,21-10-1,FALSE,TRUE,V,NA,OBJ,10,FALSE,X,TRUE,YES,21,10EQN,21.10EQN_X,1,FALSE,OBJ > V,16Y,21-10,Q -GP,FALSE,TRUE,OBJ,21-10
PP1,FALSE,21-10-2,FALSE,FALSE,NONE,NA,PP1,10,TRUE,Y,TRUE,YES,21,10EQN,21.10EQN_Y,2,FALSE,PP1,16Y,21-10,Q -GP,TRUE,FALSE,PP1,21-10
PP1,FALSE,21-11-1,TRUE,FALSE,NONE,NA,PP1,11,TRUE,X,FALSE,NO,21,11EDY,21.11EDY_X,1,FALSE,PP1,16Y,21-11,D +GP,TRUE,FALSE,PP1,21-11
OBJ,TRUE,21-11-2,TRUE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,Y,FALSE,NO,21,11EDY,21.11EDY_Y,2,FALSE,OBJ > PP1,16Y,21-11,D +GP,FALSE,TRUE,BOTH,21-11
OBJ,TRUE,21-12-1,FALSE,FALSE,NONE,NA,OBJ,12,FALSE,X,FALSE,NO,21,12EDN,21.12EDN_X,1,FALSE,OBJ,16Y,21-12,D -GP,FALSE,TRUE,OBJ,21-12
OBJ,TRUE,21-12-2,FALSE,FALSE,NONE,NA,OBJ,12,FALSE,Y,FALSE,NO,21,12EDN,21.12EDN_Y,2,FALSE,OBJ,16Y,21-12,D -GP,FALSE,TRUE,OBJ,21-12
PP1,TRUE,21-13-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,X,FALSE,NO,21,13EDY,21.13EDY_X,1,FALSE,PP1 > OBJ,16Y,21-13,D +GP,TRUE,FALSE,BOTH,21-13
OBJ,TRUE,21-13-2,TRUE,FALSE,PP1,NA,OBJ > PP1,13,TRUE,Y,FALSE,NO,21,13EDY,21.13EDY_Y,2,FALSE,OBJ > PP1,16Y,21-13,D +GP,FALSE,TRUE,BOTH,21-13
PP1,TRUE,21-14-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,X,TRUE,YES,21,14EQY,21.14EQY_X,1,FALSE,PP1 > OBJ,16Y,21-14,Q +GP,TRUE,FALSE,BOTH,21-14
OBJ,TRUE,21-14-2,TRUE,FALSE,PP1,NA,OBJ > PP1,14,TRUE,Y,TRUE,YES,21,14EQY,21.14EQY_Y,2,FALSE,OBJ > PP1,16Y,21-14,Q +GP,FALSE,TRUE,BOTH,21-14
OBJ,TRUE,21-15-1,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,X,FALSE,NO,21,15EDN,21.15EDN_X,1,FALSE,OBJ > PP1,16Y,21-15,D -GP,FALSE,TRUE,BOTH,21-15
OBJ,TRUE,21-15-2,FALSE,FALSE,PP1,PP1,OBJ > PP1,15,TRUE,Y,FALSE,NO,21,15EDN,21.15EDN_Y,2,TRUE,OBJ > PP1,16Y,21-15,D -GP,FALSE,TRUE,BOTH,21-15
PP1,TRUE,21-16-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,X,TRUE,YES,21,16EQY,21.16EQY_X,1,FALSE,PP1 > OBJ,16Y,21-16,Q +GP,TRUE,FALSE,BOTH,21-16
PP1,TRUE,21-16-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,Y,TRUE,YES,21,16EQY,21.16EQY_Y,2,FALSE,PP1 > OBJ,16Y,21-16,Q +GP,TRUE,FALSE,BOTH,21-16
PP1,FALSE,21-2-1,FALSE,FALSE,NONE,NA,PP1,2,TRUE,X,TRUE,YES,21,2EQN,21.2EQN_X,1,FALSE,PP1,16Y,21-2,Q -GP,TRUE,FALSE,PP1,21-2
PP1,FALSE,21-2-2,FALSE,FALSE,NONE,NA,PP1,2,TRUE,Y,TRUE,YES,21,2EQN,21.2EQN_Y,2,FALSE,PP1,16Y,21-2,Q -GP,TRUE,FALSE,PP1,21-2
PP1,FALSE,21-3-1,FALSE,FALSE,NONE,NA,PP1,3,TRUE,X,TRUE,YES,21,3EQN,21.3EQN_X,1,FALSE,PP1,16Y,21-3,Q -GP,TRUE,FALSE,PP1,21-3
OBJ,TRUE,21-3-2,FALSE,FALSE,PP1,NA,OBJ > PP1,3,TRUE,Y,TRUE,YES,21,3EQN,21.3EQN_Y,2,FALSE,OBJ > PP1,16Y,21-3,Q -GP,FALSE,TRUE,BOTH,21-3
PP1,TRUE,21-4-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,TRUE,YES,21,4EQY,21.4EQY_X,1,FALSE,PP1 > OBJ,16Y,21-4,Q +GP,TRUE,FALSE,BOTH,21-4
OBJ,TRUE,21-4-2,TRUE,FALSE,PP1,NA,OBJ > PP1,4,TRUE,Y,TRUE,YES,21,4EQY,21.4EQY_Y,2,FALSE,OBJ > PP1,16Y,21-4,Q +GP,FALSE,TRUE,BOTH,21-4
PP1,TRUE,21-5-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,X,TRUE,YES,21,5EQN,21.5EQN_X,1,FALSE,PP1 > OBJ,16Y,21-5,Q -GP,TRUE,FALSE,BOTH,21-5
OBJ,TRUE,21-5-2,FALSE,FALSE,PP1,NA,OBJ > PP1,5,TRUE,Y,TRUE,YES,21,5EQN,21.5EQN_Y,2,FALSE,OBJ > PP1,16Y,21-5,Q -GP,FALSE,TRUE,BOTH,21-5
PP1,FALSE,21-6-1,TRUE,FALSE,NONE,PP1,PP1,6,TRUE,X,TRUE,YES,21,6EQY,21.6EQY_X,1,TRUE,PP1,16Y,21-6,Q +GP,TRUE,FALSE,PP1,21-6
PP1,TRUE,21-6-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,TRUE,YES,21,6EQY,21.6EQY_Y,2,FALSE,PP1 > OBJ,16Y,21-6,Q +GP,TRUE,FALSE,BOTH,21-6
PP1,FALSE,21-7-1,TRUE,FALSE,NONE,NA,PP1,7,TRUE,X,FALSE,NO,21,7EDY,21.7EDY_X,1,FALSE,PP1,16Y,21-7,D +GP,TRUE,FALSE,PP1,21-7
OBJ,TRUE,21-7-2,TRUE,FALSE,PP1,NA,OBJ > PP1,7,TRUE,Y,FALSE,NO,21,7EDY,21.7EDY_Y,2,FALSE,OBJ > PP1,16Y,21-7,D +GP,FALSE,TRUE,BOTH,21-7
PP1,TRUE,21-8-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,8,TRUE,X,FALSE,NO,21,8EDY,21.8EDY_X,1,FALSE,PP1 > OBJ,16Y,21-8,D +GP,TRUE,FALSE,BOTH,21-8
PP1,FALSE,21-8-2,TRUE,FALSE,NONE,NA,PP1,8,TRUE,Y,FALSE,NO,21,8EDY,21.8EDY_Y,2,FALSE,PP1,16Y,21-8,D +GP,TRUE,FALSE,PP1,21-8
PP1,FALSE,21-9-1,FALSE,FALSE,NONE,NA,PP1,9,TRUE,X,FALSE,NO,21,9EDN,21.9EDN_X,1,FALSE,PP1,16Y,21-9,D -GP,TRUE,FALSE,PP1,21-9
OBJ,TRUE,21-9-2,FALSE,FALSE,PP1,NA,OBJ > PP1,9,TRUE,Y,FALSE,NO,21,9EDN,21.9EDN_Y,2,FALSE,OBJ > PP1,16Y,21-9,D -GP,FALSE,TRUE,BOTH,21-9
PP1,FALSE,210-1-1,TRUE,FALSE,NONE,NA,PP1,1,TRUE,Y,TRUE,YES,210,1EQY,1EQY,1,FALSE,PP1,16Y,210-1,Q +GP,TRUE,FALSE,PP1,210-1
PP1,TRUE,210-1-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,1,TRUE,X,TRUE,NO,210,1EQY,1EQY,2,FALSE,PP1 > OBJ,16Y,210-1,Q +GP,TRUE,FALSE,BOTH,210-1
PP1,FALSE,210-10-1,TRUE,FALSE,NONE,NA,PP1,10,TRUE,Y,FALSE,NO,210,10EDY,10EDY,1,FALSE,PP1,16Y,210-10,D +GP,TRUE,FALSE,PP1,210-10
PP1,TRUE,210-10-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,10,TRUE,X,FALSE,NO,210,10EDY,10EDY,2,FALSE,PP1 > OBJ,16Y,210-10,D +GP,TRUE,FALSE,BOTH,210-10
NONE,TRUE,210-11-1,FALSE,FALSE,NONE,PP1,OBJ PP1,11,TRUE,Y,TRUE,NO,210,11EQN,11EQN,1,TRUE,OBJ PP1,16Y,210-11,Q -GP,FALSE,FALSE,BOTH,210-11
NONE,TRUE,210-11-2,FALSE,FALSE,NONE,NA,OBJ PP1,11,TRUE,X,TRUE,YES,210,11EQN,11EQN,2,FALSE,OBJ PP1,16Y,210-11,Q -GP,FALSE,FALSE,BOTH,210-11
PP1,FALSE,210-12-1,TRUE,FALSE,NONE,NA,PP1,12,TRUE,Y,TRUE,YES,210,12EQY,12EQY,1,FALSE,PP1,16Y,210-12,Q +GP,TRUE,FALSE,PP1,210-12
PP1,FALSE,210-12-2,TRUE,FALSE,NONE,NA,PP1,12,TRUE,X,TRUE,YES,210,12EQY,12EQY,2,FALSE,PP1,16Y,210-12,Q +GP,TRUE,FALSE,PP1,210-12
OBJ,TRUE,210-13-1,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,Y,TRUE,YES,210,13EQN,13EQN,1,FALSE,OBJ,16Y,210-13,Q -GP,FALSE,TRUE,OBJ,210-13
OBJ,TRUE,210-13-2,FALSE,FALSE,NONE,NA,OBJ,13,FALSE,X,TRUE,YES,210,13EQN,13EQN,2,FALSE,OBJ,16Y,210-13,Q -GP,FALSE,TRUE,OBJ,210-13
OBJ,TRUE,210-14-1,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,Y,FALSE,NO,210,14EDN,14EDN,1,FALSE,OBJ,16Y,210-14,D -GP,FALSE,TRUE,OBJ,210-14
OBJ,TRUE,210-14-2,FALSE,FALSE,NONE,NA,OBJ,14,FALSE,X,FALSE,NO,210,14EDN,14EDN,2,FALSE,OBJ,16Y,210-14,D -GP,FALSE,TRUE,OBJ,210-14
PP1,TRUE,210-15-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,Y,TRUE,YES,210,15EQY,15EQY,1,FALSE,PP1 > OBJ,16Y,210-15,Q +GP,TRUE,FALSE,BOTH,210-15
PP1,TRUE,210-15-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,15,TRUE,X,TRUE,YES,210,15EQY,15EQY,2,FALSE,PP1 > OBJ,16Y,210-15,Q +GP,TRUE,FALSE,BOTH,210-15
PP1,FALSE,210-16-1,FALSE,FALSE,NONE,NA,PP1,16,TRUE,Y,FALSE,NO,210,16EDN,16EDN,1,FALSE,PP1,16Y,210-16,D -GP,TRUE,FALSE,PP1,210-16
PP1,FALSE,210-16-2,FALSE,FALSE,NONE,NA,PP1,16,TRUE,X,FALSE,NO,210,16EDN,16EDN,2,FALSE,PP1,16Y,210-16,D -GP,TRUE,FALSE,PP1,210-16
PP1,FALSE,210-2-1,TRUE,FALSE,NONE,NA,PP1,2,TRUE,Y,FALSE,NO,210,2EDY,2EDY,1,FALSE,PP1,16Y,210-2,D +GP,TRUE,FALSE,PP1,210-2
PP1,FALSE,210-2-2,TRUE,FALSE,NONE,NA,PP1,2,TRUE,X,FALSE,NO,210,2EDY,2EDY,2,FALSE,PP1,16Y,210-2,D +GP,TRUE,FALSE,PP1,210-2
OBJ,TRUE,210-3-1,TRUE,FALSE,PP1,NA,OBJ > PP1,3,TRUE,Y,FALSE,NO,210,3EDY,3EDY,1,FALSE,OBJ > PP1,16Y,210-3,D +GP,FALSE,TRUE,BOTH,210-3
PP1,TRUE,210-3-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,3,TRUE,X,FALSE,NO,210,3EDY,3EDY,2,FALSE,PP1 > OBJ,16Y,210-3,D +GP,TRUE,FALSE,BOTH,210-3
OBJ,TRUE,210-4-1,FALSE,FALSE,PP1,NA,OBJ > PP1,4,TRUE,Y,FALSE,NO,210,4EDN,4EDN,1,FALSE,OBJ > PP1,16Y,210-4,D -GP,FALSE,TRUE,BOTH,210-4
PP1,TRUE,210-4-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,4,TRUE,X,FALSE,NO,210,4EDN,4EDN,2,FALSE,PP1 > OBJ,16Y,210-4,D -GP,TRUE,FALSE,BOTH,210-4
PP1,FALSE,210-5-1,TRUE,FALSE,NONE,NA,PP1,5,TRUE,Y,FALSE,NO,210,5EDY,5EDY,1,FALSE,PP1,16Y,210-5,D +GP,TRUE,FALSE,PP1,210-5
PP1,TRUE,210-5-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,5,TRUE,X,FALSE,NO,210,5EDY,5EDY,2,FALSE,PP1 > OBJ,16Y,210-5,D +GP,TRUE,FALSE,BOTH,210-5
PP1,FALSE,210-6-1,FALSE,FALSE,NONE,NA,PP1,6,TRUE,Y,FALSE,NO,210,6EDN,6EDN,1,FALSE,PP1,16Y,210-6,D -GP,TRUE,FALSE,PP1,210-6
PP1,FALSE,210-6-2,FALSE,FALSE,NONE,NA,PP1,6,TRUE,X,FALSE,NO,210,6EDN,6EDN,2,FALSE,PP1,16Y,210-6,D -GP,TRUE,FALSE,PP1,210-6
PP1,TRUE,210-7-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,Y,TRUE,YES,210,7EQN,7EQN,1,FALSE,PP1 > OBJ,16Y,210-7,Q -GP,TRUE,FALSE,BOTH,210-7
PP1,FALSE,210-7-2,FALSE,FALSE,NONE,NA,PP1,7,TRUE,X,TRUE,YES,210,7EQN,7EQN,2,FALSE,PP1,16Y,210-7,Q -GP,TRUE,FALSE,PP1,210-7
PP1,FALSE,210-8-1,FALSE,FALSE,NONE,NA,PP1,8,TRUE,Y,TRUE,YES,210,8EQN,8EQN,1,FALSE,PP1,16Y,210-8,Q -GP,TRUE,FALSE,PP1,210-8
PP1,FALSE,210-8-2,FALSE,FALSE,NONE,NA,PP1,8,TRUE,X,TRUE,YES,210,8EQN,8EQN,2,FALSE,PP1,16Y,210-8,Q -GP,TRUE,FALSE,PP1,210-8
PP1,FALSE,210-9-1,TRUE,FALSE,NONE,NA,PP1,9,TRUE,Y,TRUE,YES,210,9EQY,9EQY,1,FALSE,PP1,16Y,210-9,Q +GP,TRUE,FALSE,PP1,210-9
PP1,TRUE,210-9-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,9,TRUE,X,TRUE,YES,210,9EQY,9EQY,2,FALSE,PP1 > OBJ,16Y,210-9,Q +GP,TRUE,FALSE,BOTH,210-9
OBJ,TRUE,212-1-1,FALSE,FALSE,NONE,OBJ,OBJ,1,FALSE,Y,TRUE,NO,212,1EQN,1EQN,1,TRUE,OBJ,1Y,212-1,Q -GP,FALSE,TRUE,OBJ,212-1
V,FALSE,212-1-2,FALSE,TRUE,NONE,NA,NA,1,FALSE,X,TRUE,NO,212,1EQN,1EQN,2,FALSE,V,1Y,212-1,Q -GP,FALSE,FALSE,NEITHER,212-1
PP1,FALSE,212-10-1,FALSE,FALSE,NONE,NA,PP1,10,TRUE,Y,FALSE,NO,212,10EDN,10EDN,1,FALSE,PP1,1Y,212-10,D -GP,TRUE,FALSE,PP1,212-10
PP1,FALSE,212-10-2,FALSE,FALSE,NONE,V,PP1,10,TRUE,X,FALSE,NO,212,10EDN,10EDN,2,TRUE,PP1,1Y,212-10,D -GP,TRUE,FALSE,PP1,212-10
OBJ,TRUE,212-11-1,TRUE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,Y,TRUE,YES,212,11EQY,11EQY,1,FALSE,OBJ > PP1,1Y,212-11,Q +GP,FALSE,TRUE,BOTH,212-11
OBJ,TRUE,212-11-2,TRUE,FALSE,PP1,NA,OBJ > PP1,11,TRUE,X,TRUE,NO,212,11EQY,11EQY,2,FALSE,OBJ > PP1,1Y,212-11,Q +GP,FALSE,TRUE,BOTH,212-11
PP1,FALSE,212-12-1,FALSE,TRUE,V,NA,PP1,12,TRUE,Y,TRUE,YES,212,12EQN,12EQN,1,FALSE,PP1 > V,1Y,212-12,Q -GP,TRUE,FALSE,PP1,212-12
PP1,FALSE,212-12-2,FALSE,FALSE,NONE,NA,PP1,12,TRUE,X,TRUE,YES,212,12EQN,12EQN,2,FALSE,PP1,1Y,212-12,Q -GP,TRUE,FALSE,PP1,212-12
PP1,TRUE,212-13-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,13,TRUE,Y,TRUE,YES,212,13EQY,13EQY,1,FALSE,PP1 > OBJ,1Y,212-13,Q +GP,TRUE,FALSE,BOTH,212-13
OBJ,TRUE,212-13-2,TRUE,FALSE,PP1,NA,OBJ > PP1,13,TRUE,X,TRUE,YES,212,13EQY,13EQY,2,FALSE,OBJ > PP1,1Y,212-13,Q +GP,FALSE,TRUE,BOTH,212-13
PP1,TRUE,212-14-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,14,TRUE,Y,FALSE,NO,212,14EDY,14EDY,1,FALSE,PP1 > OBJ,1Y,212-14,D +GP,TRUE,FALSE,BOTH,212-14
OBJ,TRUE,212-14-2,TRUE,FALSE,PP1,NA,OBJ > PP1,14,TRUE,X,FALSE,NO,212,14EDY,14EDY,2,FALSE,OBJ > PP1,1Y,212-14,D +GP,FALSE,TRUE,BOTH,212-14
OBJ,TRUE,212-15-1,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,Y,TRUE,YES,212,15EQN,15EQN,1,FALSE,OBJ > PP1,1Y,212-15,Q -GP,FALSE,TRUE,BOTH,212-15
OBJ,TRUE,212-15-2,FALSE,FALSE,PP1,NA,OBJ > PP1,15,TRUE,X,TRUE,YES,212,15EQN,15EQN,2,FALSE,OBJ > PP1,1Y,212-15,Q -GP,FALSE,TRUE,BOTH,212-15
PP1,TRUE,212-16-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,Y,FALSE,NO,212,16EDY,16EDY,1,FALSE,PP1 > OBJ,1Y,212-16,D +GP,TRUE,FALSE,BOTH,212-16
PP1,TRUE,212-16-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,16,TRUE,X,FALSE,NO,212,16EDY,16EDY,2,FALSE,PP1 > OBJ,1Y,212-16,D +GP,TRUE,FALSE,BOTH,212-16
PP1,TRUE,212-2-1,FALSE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,Y,FALSE,NO,212,2EDN,2EDN,1,FALSE,PP1 > OBJ,1Y,212-2,D -GP,TRUE,FALSE,BOTH,212-2
PP1,TRUE,212-2-2,FALSE,FALSE,OBJ,NA,PP1 > OBJ,2,TRUE,X,FALSE,NO,212,2EDN,2EDN,2,FALSE,PP1 > OBJ,1Y,212-2,D -GP,TRUE,FALSE,BOTH,212-2
OBJ,TRUE,212-3-1,FALSE,FALSE,NONE,NA,OBJ,3,FALSE,Y,FALSE,NO,212,3EDN,3EDN,1,FALSE,OBJ,1Y,212-3,D -GP,FALSE,TRUE,OBJ,212-3
OBJ,TRUE,212-3-2,FALSE,FALSE,NONE,NA,OBJ,3,FALSE,X,FALSE,NO,212,3EDN,3EDN,2,FALSE,OBJ,1Y,212-3,D -GP,FALSE,TRUE,OBJ,212-3
OBJ,TRUE,212-4-1,TRUE,TRUE,PP1,NA,OBJ > PP1,4,TRUE,Y,FALSE,NO,212,4EDY,4EDY,1,FALSE,OBJ > V PP1,1Y,212-4,D +GP,FALSE,TRUE,BOTH,212-4
OBJ,TRUE,212-4-2,TRUE,TRUE,PP1,NA,OBJ > PP1,4,TRUE,X,FALSE,NO,212,4EDY,4EDY,2,FALSE,OBJ > V PP1,1Y,212-4,D +GP,FALSE,TRUE,BOTH,212-4
OBJ,TRUE,212-5-1,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,Y,FALSE,NO,212,5EDN,5EDN,1,FALSE,OBJ,1Y,212-5,D -GP,FALSE,TRUE,OBJ,212-5
OBJ,TRUE,212-5-2,FALSE,FALSE,NONE,NA,OBJ,5,FALSE,X,FALSE,NO,212,5EDN,5EDN,2,FALSE,OBJ,1Y,212-5,D -GP,FALSE,TRUE,OBJ,212-5
PP1,TRUE,212-6-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,Y,FALSE,NO,212,6EDY,6EDY,1,FALSE,PP1 > OBJ,1Y,212-6,D +GP,TRUE,FALSE,BOTH,212-6
PP1,TRUE,212-6-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,6,TRUE,X,FALSE,NO,212,6EDY,6EDY,2,FALSE,PP1 > OBJ,1Y,212-6,D +GP,TRUE,FALSE,BOTH,212-6
PP1,TRUE,212-7-1,TRUE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,Y,TRUE,YES,212,7EQY,7EQY,1,FALSE,PP1 > OBJ,1Y,212-7,Q +GP,TRUE,FALSE,BOTH,212-7
PP1,TRUE,212-7-2,TRUE,FALSE,OBJ,NA,PP1 > OBJ,7,TRUE,X,TRUE,YES,212,7EQY,7EQY,2,FALSE,PP1 > OBJ,1Y,212-7,Q +GP,TRUE,FALSE,BOTH,212-7
